curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
183,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
184,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
185,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
186,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
187,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
188,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
189,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
190,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
191,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
192,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
193,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
194,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
195,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
196,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
197,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
198,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
199,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
200,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
201,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
202,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
203,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
204,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
205,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
206,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
207,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
208,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
209,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
210,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
211,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
212,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
213,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
