curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
60,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
61,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
62,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
63,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
64,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
65,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
66,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
67,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
68,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
69,0.7043838862559242,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2'],2,68,29
70,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
71,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
72,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
73,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
74,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
75,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
76,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
77,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
78,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
79,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
80,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
81,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
82,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
83,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],2,67,28
84,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
85,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
86,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
87,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
88,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
89,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
