curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
288,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
289,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
290,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
291,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
292,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
293,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
294,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
295,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
296,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
297,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
298,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
299,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
