curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
158,0.7251184834123223,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2FS14', 'H1GH29', 'H2FS6', 'H2DS10'],69,66,9
159,0.7251184834123223,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2FS14', 'H1GH29', 'H2FS6', 'H2DS10'],69,66,9
160,0.7251184834123223,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2FS14', 'H1GH29', 'H2FS6', 'H2DS10'],69,66,9
161,0.7251184834123223,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2FS14', 'H1GH29', 'H2FS6', 'H2DS10'],69,66,9
162,0.7251184834123223,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2FS14', 'H1GH29', 'H2FS6', 'H2DS10'],69,66,9
163,0.7251184834123223,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2FS14', 'H1GH29', 'H2FS6', 'H2DS10'],69,66,9
164,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
165,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
166,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
167,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
168,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
169,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
170,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
171,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
172,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
173,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
174,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
175,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
176,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
177,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
178,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
179,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
180,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
181,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
182,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
183,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
184,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
185,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
186,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
187,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
188,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
189,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
190,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
191,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
192,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
193,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
194,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
195,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
196,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
197,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
198,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
199,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
200,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
201,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
202,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
203,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
204,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
205,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
206,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
207,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
208,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
209,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
210,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
211,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
212,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
213,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
214,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
215,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
216,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
217,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
218,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
219,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
220,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
221,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
222,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
223,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
224,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
225,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
226,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
227,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
228,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
229,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
230,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
231,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
232,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
233,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
234,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
235,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
236,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
