curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
128,0.7322274881516587,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],22,4,8
129,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
130,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
131,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
132,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
133,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
134,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
135,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
136,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
137,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
138,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
139,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
140,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
141,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
142,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
143,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
144,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
145,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
146,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
147,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
148,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
149,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
150,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
151,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
152,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
153,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
154,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
155,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
156,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
157,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
158,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
159,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
160,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
161,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
162,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
163,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
164,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
165,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
166,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
167,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
168,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
169,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
170,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
171,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
172,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
173,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
174,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
175,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
176,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
177,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
178,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
179,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
180,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
181,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
182,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
183,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
184,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
185,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
186,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
187,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
188,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
189,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
190,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
191,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
