curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
168,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
169,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
170,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
171,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
172,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
173,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
174,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
175,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
176,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
177,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
178,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
179,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
180,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
181,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
182,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
183,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
184,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
185,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
186,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
187,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
188,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
189,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
190,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
191,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
192,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
193,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
194,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
195,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
