curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
84,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
85,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
86,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
87,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
88,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
89,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
90,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
91,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
92,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
93,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
94,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
95,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
96,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
97,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
98,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
99,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
100,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
101,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
102,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
103,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
104,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
105,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
106,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
107,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
108,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
109,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
110,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
111,0.7298578199052133,['H2DS1', 'H1EE5', 'H2TO25', 'H2FS3', 'H1TS3', 'H2FS16', 'H1FS10', 'H2FS15', 'H2WP2', 'H2GH22', 'H1FS13', 'H1GH18', 'H2FS11', 'H1WP2', 'H2FS17', 'H2FS10', 'H2GH30', 'S45C', 'H2FS4', 'H1EE7', 'H2TO15', 'H1FS2', 'H1DS8', 'H1ED20', 'H2DS6', 'H2PF22', 'H2PF15', 'H2DS9', 'H1PF14', 'H2TO11', 'H2WP3', 'H1TO3', 'H1FS8', 'H1ED24', 'H1WP3', 'H2DS7', 'H2GH25', 'H2DS2', 'H2PR4', 'H2PF10', 'H2FS5', 'H1ED19', 'H1TO3', 'H1GH22', 'H2PF8', 'H1DA6', 'H2WP5', 'H2DS12', 'H2FV5', 'H1WP10', 'H1TO9', 'H1PF4', 'S62P', 'H2FS12', 'H1PF16', 'S62E', 'H2DS6', 'S45A', 'H2WP14', 'H2EE12'],15,67,8
