curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
62,0.7298578199052133,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H1GH21', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,16
63,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
64,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
65,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
66,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
67,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
68,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
69,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
70,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
71,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
72,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
73,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
74,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
75,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
76,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
77,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
78,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
79,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
80,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
81,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
82,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
83,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
84,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
85,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
86,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
87,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
88,0.7304502369668247,['H2TO1', 'H2FS18', 'H2FS16', 'H2ED15', 'H1PF14', 'H1FS1', 'H1FS11', 'H2WP14', 'H2WP1', 'H2FS13', 'H1ED24', 'H2PF12', 'H1WP7', 'H2PF26', 'H1EE7', 'H2WP6', 'H1FS13', 'H2GH27', 'H2ED17', 'H2GH22', 'H2PF14', 'H2PF1', 'H2PF33', 'H2DS12', 'H1PF24', 'H2WP10', 'H1PF31', 'H1PF8', 'H2TO11', 'H2DS6', 'H2WP5', 'H1IR3', 'H2FS8', 'H1FS19', 'H2ED16', 'H2PF29', 'H2GH45', 'H1GH19', 'H1PF25', 'H2ED12', 'S62Q', 'S62H', 'H1TS3', 'H2GH25', 'H1TO3', 'H1TO9', 'H1DA2', 'H2FV4', 'S60M', 'H2DS8', 'H2FS3', 'H2FS11', 'H2FV1', 'H2ED14', 'H2TO27'],18,73,17
89,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
90,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
91,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
