curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
182,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
183,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
184,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
185,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
186,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
187,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
188,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
189,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
190,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
191,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
192,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
193,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
194,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
195,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
196,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
197,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
198,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
199,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
200,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
201,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
202,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
203,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
204,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
205,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
206,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
207,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
208,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
209,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
210,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
211,0.7340047393364929,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H1FS12', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],76,87,21
