curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
222,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
223,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
224,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
225,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
226,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
227,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
228,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
229,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
230,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
231,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
232,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
233,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
234,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
235,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
236,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
237,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
238,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
239,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
240,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
241,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
242,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
243,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
244,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
245,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
246,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
247,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
248,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
249,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
250,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
251,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
252,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
253,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
254,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
255,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
256,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
257,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
258,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
