curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
204,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
205,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
206,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
207,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
208,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
209,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
210,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
211,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
212,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
213,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
214,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
215,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
216,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
217,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
218,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
219,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
220,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
221,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
222,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
223,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
224,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
225,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
226,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
227,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
228,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
229,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
230,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
231,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
232,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
233,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
234,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
235,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
236,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
237,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
238,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
239,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
240,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
241,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
242,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
243,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
244,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
245,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
246,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
247,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
248,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
249,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
250,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
251,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
252,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
253,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
254,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
255,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
256,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
257,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
258,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
259,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
260,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
261,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
262,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
263,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
264,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
265,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
266,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
267,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
268,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
269,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
270,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
271,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
272,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
273,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
274,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
275,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
276,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
277,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
278,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
279,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
280,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
281,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
282,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
283,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
284,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
285,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
286,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
287,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
288,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
289,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
290,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
291,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
292,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
293,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
294,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
295,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
296,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
297,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
298,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
299,0.7020142180094787,['H1TO9', 'H1ED18', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H1PF5', 'H2ED17', 'H2FS17', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14'],2,72,5
