curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
11,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
12,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
13,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
14,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
15,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
16,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
17,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
18,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
19,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
20,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
21,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
22,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
23,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
24,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
25,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
26,0.7251184834123223,['H2GH27', 'H2PF27', 'H1WP4', 'H1GH52', 'H1ED2', 'H1RM14', 'H2GH23', 'H2FS9', 'H2DS5', 'H1WP14', 'H2ED5', 'H2WP10', 'H2PF7', 'H2PF31', 'H1ED19', 'H2PF33', 'H1ED17', 'H1FS15', 'H1PF4', 'H2FS18', 'H2FS10', 'H1FS2', 'H1TO9', 'H1TO12', 'H1PF36', 'H2PF12', 'H2PF1', 'H2WP14', 'H1PF26', 'H2ED14', 'H2DS6', 'H1DS6', 'H1PF31', 'H1FS9', 'H2FS11', 'H1FS11', 'S60L', 'H1GH29', 'H1DS11', 'H2FS5', 'H2PF13', 'H1FS11', 'H1DA6', 'S62Q', 'H1PF2', 'S45A', 'H1PF24', 'H1GH28', 'S45C', 'H2ED12', 'H1ED7', 'H1ED9', 'H1WP10', 'H2GH45', 'H1GH19', 'H2EE12', 'H2FS6', 'H1DA2', 'H1WP5', 'H1FS16', 'H2FS3', 'H1TO3', 'S60M', 'H2ED16', 'H2GH30', 'H1WP1', 'H2PF29', 'H1FS12', 'H2FV4', 'H2TO25', 'S59E', 'H1DS11', 'H1SE4', 'H2PF26', 'H2PF15', 'H1PF16', 'H1ED15', 'H2PF14', 'H1FS3', 'S60O', 'H2TO11', 'H2PR4', 'H2PF22', 'H2WP9', 'PA56', 'H2EE14', 'H1PF23', 'H2WP5', 'H1PF34', 'PA21'],87,21,64
27,0.7257109004739336,['H1DS7', 'H1PF2', 'H2TO15', 'H2GH25', 'H2WP3', 'H1PF14', 'H2DS6', 'H1FS1', 'H2PF35', 'H1EE7', 'H2FS7', 'S62O', 'H2PF14', 'H1PF4', 'H2PF29', 'H1WP7', 'H1ED18', 'H1DA2', 'H2FV1', 'H2WP10', 'H1PF1', 'H1WP1', 'H2WP9', 'H1WP4', 'H2PF10', 'H2FS17', 'H1GH29', 'H1ED18', 'H2DS4', 'H1DS6', 'H2PF23', 'H1DS12', 'H2FS16', 'H2TO25', 'H1DS8', 'H2PF31', 'S60N', 'H2PF13', 'H2PR3', 'H1TO3', 'H1PF34', 'H2GH26', 'H2WP6', 'H1TS3', 'H1PF31', 'H2GH45', 'H1FS13', 'H2GH23', 'S62P', 'H1ED20', 'H2FS15', 'H2TO26', 'H2FV4', 'H2PF29', 'H2PF17', 'H1GH28', 'H1FS2', 'H2SE4', 'H1PF14', 'H1TO3', 'H2DS3', 'H2DS10', 'H2ED15', 'H2ED12', 'H2WP2', 'H2PF27', 'H2PF25', 'S45C', 'H1PF16', 'H1FS5', 'H2FS11', 'H2TO11', 'H1FS9', 'S45A', 'S60K', 'H1FS19', 'H1PF23', 'H2FV5', 'H1FS15', 'H1GH22', 'PA21', 'H1FS3', 'H2PF8', 'H2FV6', 'H1ED17', 'H2FV7', 'PA56', 'H2DS12', 'H1FS14', 'S60L'],76,12,67
28,0.7257109004739336,['H1DS7', 'H1PF2', 'H2TO15', 'H2GH25', 'H2WP3', 'H1PF14', 'H2DS6', 'H1FS1', 'H2PF35', 'H1EE7', 'H2FS7', 'S62O', 'H2PF14', 'H1PF4', 'H2PF29', 'H1WP7', 'H1ED18', 'H1DA2', 'H2FV1', 'H2WP10', 'H1PF1', 'H1WP1', 'H2WP9', 'H1WP4', 'H2PF10', 'H2FS17', 'H1GH29', 'H1ED18', 'H2DS4', 'H1DS6', 'H2PF23', 'H1DS12', 'H2FS16', 'H2TO25', 'H1DS8', 'H2PF31', 'S60N', 'H2PF13', 'H2PR3', 'H1TO3', 'H1PF34', 'H2GH26', 'H2WP6', 'H1TS3', 'H1PF31', 'H2GH45', 'H1FS13', 'H2GH23', 'S62P', 'H1ED20', 'H2FS15', 'H2TO26', 'H2FV4', 'H2PF29', 'H2PF17', 'H1GH28', 'H1FS2', 'H2SE4', 'H1PF14', 'H1TO3', 'H2DS3', 'H2DS10', 'H2ED15', 'H2ED12', 'H2WP2', 'H2PF27', 'H2PF25', 'S45C', 'H1PF16', 'H1FS5', 'H2FS11', 'H2TO11', 'H1FS9', 'S45A', 'S60K', 'H1FS19', 'H1PF23', 'H2FV5', 'H1FS15', 'H1GH22', 'PA21', 'H1FS3', 'H2PF8', 'H2FV6', 'H1ED17', 'H2FV7', 'PA56', 'H2DS12', 'H1FS14', 'S60L'],76,12,67
29,0.7257109004739336,['H1DS7', 'H1PF2', 'H2TO15', 'H2GH25', 'H2WP3', 'H1PF14', 'H2DS6', 'H1FS1', 'H2PF35', 'H1EE7', 'H2FS7', 'S62O', 'H2PF14', 'H1PF4', 'H2PF29', 'H1WP7', 'H1ED18', 'H1DA2', 'H2FV1', 'H2WP10', 'H1PF1', 'H1WP1', 'H2WP9', 'H1WP4', 'H2PF10', 'H2FS17', 'H1GH29', 'H1ED18', 'H2DS4', 'H1DS6', 'H2PF23', 'H1DS12', 'H2FS16', 'H2TO25', 'H1DS8', 'H2PF31', 'S60N', 'H2PF13', 'H2PR3', 'H1TO3', 'H1PF34', 'H2GH26', 'H2WP6', 'H1TS3', 'H1PF31', 'H2GH45', 'H1FS13', 'H2GH23', 'S62P', 'H1ED20', 'H2FS15', 'H2TO26', 'H2FV4', 'H2PF29', 'H2PF17', 'H1GH28', 'H1FS2', 'H2SE4', 'H1PF14', 'H1TO3', 'H2DS3', 'H2DS10', 'H2ED15', 'H2ED12', 'H2WP2', 'H2PF27', 'H2PF25', 'S45C', 'H1PF16', 'H1FS5', 'H2FS11', 'H2TO11', 'H1FS9', 'S45A', 'S60K', 'H1FS19', 'H1PF23', 'H2FV5', 'H1FS15', 'H1GH22', 'PA21', 'H1FS3', 'H2PF8', 'H2FV6', 'H1ED17', 'H2FV7', 'PA56', 'H2DS12', 'H1FS14', 'S60L'],76,12,67
