curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
94,0.7097156398104265,['H2WP13', 'H2FS2', 'H2GH25', 'H1SE4', 'H2GH27', 'H1TO9', 'H2GH26', 'PC40', 'H2FV3', 'H1PF31', 'H1PF15', 'H1TO1', 'H1FS10', 'H2EE12', 'H2GH24', 'H1FS12', 'H2ED14', 'H2PF10', 'H2PR3', 'H1GH52', 'H2GH25', 'H1IR3', 'H2FV4', 'H1PF30', 'S60M', 'H1ED18', 'H1FS7', 'H1ED18', 'H1WP7', 'S60K', 'H1DS6', 'H1PF16', 'H2FV7', 'H2FS12', 'H2FS13'],21,66,2
95,0.7097156398104265,['H2WP13', 'H2FS2', 'H2GH25', 'H1SE4', 'H2GH27', 'H1TO9', 'H2GH26', 'PC40', 'H2FV3', 'H1PF31', 'H1PF15', 'H1TO1', 'H1FS10', 'H2EE12', 'H2GH24', 'H1FS12', 'H2ED14', 'H2PF10', 'H2PR3', 'H1GH52', 'H2GH25', 'H1IR3', 'H2FV4', 'H1PF30', 'S60M', 'H1ED18', 'H1FS7', 'H1ED18', 'H1WP7', 'S60K', 'H1DS6', 'H1PF16', 'H2FV7', 'H2FS12', 'H2FS13'],21,66,2
96,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
97,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
98,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
99,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
100,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
101,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
102,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
103,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
104,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
105,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
106,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
107,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
108,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
109,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
110,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
111,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
112,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
113,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
114,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
115,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
116,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
117,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
118,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
119,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
120,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
121,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
122,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
123,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
124,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
125,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
126,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
127,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
128,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
129,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
130,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
131,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
132,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
133,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
134,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
135,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
136,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
137,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
138,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
139,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
140,0.7103080568720379,['H1EE7', 'S62R', 'H2FV7', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2FS16', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2TO1', 'H1WP5', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'S60K', 'H1PF34', 'H1FS11', 'H1FS2', 'H1FS15', 'H2FS14', 'H1DS12', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9'],22,2,5
