curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
282,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
283,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
284,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
285,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
286,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
287,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
288,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
289,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
290,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
291,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
292,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
293,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
294,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
295,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
296,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
297,0.7180094786729858,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'S62H', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
298,0.7180094786729858,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'S62H', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
299,0.7180094786729858,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'S62H', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
