curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
126,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
127,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
128,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
129,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
130,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
131,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
132,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
133,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
134,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
135,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
136,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
137,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
138,0.7233412322274881,['H2DS2', 'H2DS13', 'H2TO1', 'H2TO27', 'H2ED15', 'H1TO3', 'H1PF36', 'H1FS12', 'H2GH27', 'H1DS8', 'H1ED19', 'PA21', 'H1WP5', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H1WP4', 'H2PR3', 'H2WP9', 'H2WP2'],68,49,14
139,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
140,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
141,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
142,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
143,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
144,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
145,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
146,0.7239336492890995,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H2FV1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],38,64,5
147,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
148,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
149,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
150,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
151,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
152,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
153,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
154,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
155,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
156,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
157,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
158,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
159,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
160,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
161,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
162,0.7245260663507109,['H1FS7', 'S59E', 'H1WP4', 'H2DS10', 'H2TO11', 'H1GH29', 'S60L', 'H1ED19', 'H2PF16', 'H1PF14', 'H2FV5', 'H1TO9', 'H2FS3', 'H1PF30', 'H2PR4', 'H2FS4', 'H1TO3', 'H1PF30', 'H1ED15', 'H1WP5', 'H2PF24', 'H2FS1', 'H1TO12', 'H2PF15', 'H1PF32'],48,67,15
163,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
164,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
165,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
166,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
167,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
168,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
169,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
170,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
171,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
172,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
173,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
174,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
175,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
176,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
177,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
178,0.7251184834123223,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H2EE12', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,63,5
179,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
180,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
181,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
182,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
183,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
184,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
185,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
186,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
187,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
188,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
189,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
190,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
