curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
234,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
235,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
236,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
237,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
238,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
239,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
240,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
241,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
242,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
243,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
244,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
245,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
246,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
247,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
248,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
249,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
250,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
251,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
252,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
253,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
254,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
255,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
