curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
204,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
205,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
206,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
207,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
208,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
209,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
210,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
211,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
212,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
213,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
214,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
215,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
216,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
217,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
218,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
219,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
220,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
221,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
222,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
223,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
224,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
225,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
226,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
227,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
228,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
229,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
230,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
231,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
232,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
233,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
234,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
235,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
236,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
237,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
238,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
239,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
240,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
241,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
242,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
243,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
244,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
245,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
246,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
247,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
248,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
249,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
250,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
251,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
252,0.7274881516587678,['H1FS16', 'H2DS8', 'H2DS5', 'H1FS11', 'H2FS19', 'H1FS16', 'H2FS5', 'H1TO3', 'H1FS16', 'H2PF10', 'H1TO3', 'H1TO50', 'H2PF32', 'H1FS6', 'S62H'],90,91,6
253,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
254,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
255,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
256,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
257,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
258,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
259,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
260,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
261,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
262,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
263,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
264,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
265,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
266,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
267,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
268,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
269,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
270,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
271,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
272,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
273,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
274,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
275,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
276,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
277,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
278,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
279,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
280,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
281,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
282,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
283,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
284,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
285,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
286,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
287,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
288,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
289,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
290,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
291,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
292,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
293,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
294,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
295,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
296,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
297,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
298,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
299,0.7274881516587678,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H2GH22', 'H2FS8', 'H2ED3', 'H1ED9', 'H1PF34', 'S62M', 'H1FS19', 'H1TO3', 'H1TO9', 'H2PF26'],82,41,4
