curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
92,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
93,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
94,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
95,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
96,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
97,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
98,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
99,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
100,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
101,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
102,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
103,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
104,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
105,0.7257109004739336,['H1WP5', 'H1ED15', 'H2TO25', 'H2PF8', 'H1DS7', 'H2PF32', 'H1PF1', 'H1PF23', 'S62R', 'H2FS18', 'H2GH23', 'H2TO26', 'H2GH31', 'H1ED16', 'H1TO9', 'H1TO3', 'H1WP7', 'H2GH26', 'H1PF31', 'H2DS2', 'S45A', 'H1GH20', 'H2GH25', 'S59E', 'H2DS6', 'H2GH24', 'H2DS12', 'H1PF34', 'H1GH21', 'H2SE4', 'H2GH22', 'H2FS4', 'H2FV7', 'H2PF1', 'H1DS12'],85,30,27
106,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
107,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
108,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
109,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
110,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
111,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
112,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
113,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
114,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
115,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
116,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
117,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
118,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
119,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
120,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
121,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
122,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
123,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
124,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
125,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
126,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
127,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
128,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
129,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
130,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
131,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
132,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
133,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
134,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
135,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
136,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
137,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
138,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
