curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
233,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
234,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
235,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
236,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
237,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
238,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
239,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
240,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
241,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
242,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
243,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
244,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
245,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
246,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
247,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
248,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
249,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
250,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
251,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
252,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
253,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
254,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
255,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
256,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
257,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
258,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
259,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
260,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
261,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
262,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
263,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
264,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
265,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
266,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
267,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
268,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
269,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
270,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
271,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
272,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
273,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
274,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
275,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
276,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
277,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
278,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
279,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
