curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7227488151658767,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H1FS15', 'H2FS8', 'H1FS16', 'H1FS4', 'H1PF34', 'S62M', 'H1DS15', 'H1TO3', 'H1TO9', 'H1PF31', 'H1SE4', 'H1PF26', 'H2ED15', 'H2WP14', 'H2PF26', 'H1RM14', 'H1ED24', 'H2PR3', 'H2GH25', 'H2PF8', 'H2TO28', 'H2WP2', 'H1GH20', 'S59E', 'H2TO30'],86,39,21
162,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
163,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
164,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
165,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
166,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
167,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
168,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
169,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
170,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
171,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
172,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
173,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
174,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
175,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
176,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
177,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
178,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
179,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
180,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
181,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
182,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
183,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
184,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
185,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
186,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
187,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
188,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
189,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
190,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
191,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
192,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
193,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
194,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
195,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
196,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
197,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
198,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
199,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
200,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
201,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
202,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
203,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
204,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
205,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
206,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
207,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
208,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
209,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
210,0.7334123222748815,['H2WP5', 'H1PF7', 'H2PF24', 'H2PF8', 'H1ED15', 'H1DS7', 'H1DS11', 'H2ED12', 'H2TO1', 'H2TO25', 'H2PF24', 'H1FS8', 'H1DS6', 'H1PF8', 'H2DS12', 'H1FS15', 'H1PF32', 'H1PF7', 'H1TO9', 'H1FS4', 'H2GH25', 'H1PF10', 'H1WP2', 'H1DS6', 'H1TO3', 'H2PF23', 'H2TO11', 'H2TO27', 'H2PF31', 'H2WP7'],24,92,25
211,0.7340047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H2ED13', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,4,15
212,0.7340047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H2ED13', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,4,15
213,0.7340047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H2ED13', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,4,15
214,0.7340047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H2ED13', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,4,15
