curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7227488151658767,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H1FS15', 'H2FS8', 'H1FS16', 'H1FS4', 'H1PF34', 'S62M', 'H1DS15', 'H1TO3', 'H1TO9', 'H1PF31', 'H1SE4', 'H1PF26', 'H2ED15', 'H2WP14', 'H2PF26', 'H1RM14', 'H1ED24', 'H2PR3', 'H2GH25', 'H2PF8', 'H2TO28', 'H2WP2', 'H1GH20', 'S59E', 'H2TO30'],86,39,21
54,0.7286729857819905,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'H2GH31', 'H2WP1', 'H1FS2', 'H2FS9'],45,3,15
55,0.7286729857819905,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'H2GH31', 'H2WP1', 'H1FS2', 'H2FS9'],45,3,15
56,0.7286729857819905,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'H2GH31', 'H2WP1', 'H1FS2', 'H2FS9'],45,3,15
57,0.7292654028436019,['H2DS11', 'H2WP10', 'H1FS12', 'H2TO1', 'H1TO50', 'H2FS5', 'H2FV1', 'H2DS3', 'H2PF1', 'H1DS8', 'H2ED13', 'H1PF10', 'H2PF9', 'H2WP3', 'H2FS3', 'H1FS6', 'H2GH31', 'H2DS10', 'S62H', 'H2PF33', 'H2GH26', 'H1TO50', 'H1ED16', 'S62B', 'H1PF16', 'H1TO3', 'H2DS1', 'H2PF4', 'H1TO1', 'H2WP7'],73,43,13
58,0.7292654028436019,['H2DS11', 'H2WP10', 'H1FS12', 'H2TO1', 'H1TO50', 'H2FS5', 'H2FV1', 'H2DS3', 'H2PF1', 'H1DS8', 'H2ED13', 'H1PF10', 'H2PF9', 'H2WP3', 'H2FS3', 'H1FS6', 'H2GH31', 'H2DS10', 'S62H', 'H2PF33', 'H2GH26', 'H1TO50', 'H1ED16', 'S62B', 'H1PF16', 'H1TO3', 'H2DS1', 'H2PF4', 'H1TO1', 'H2WP7'],73,43,13
59,0.7292654028436019,['H2DS11', 'H2WP10', 'H1FS12', 'H2TO1', 'H1TO50', 'H2FS5', 'H2FV1', 'H2DS3', 'H2PF1', 'H1DS8', 'H2ED13', 'H1PF10', 'H2PF9', 'H2WP3', 'H2FS3', 'H1FS6', 'H2GH31', 'H2DS10', 'S62H', 'H2PF33', 'H2GH26', 'H1TO50', 'H1ED16', 'S62B', 'H1PF16', 'H1TO3', 'H2DS1', 'H2PF4', 'H1TO1', 'H2WP7'],73,43,13
60,0.7292654028436019,['H2DS11', 'H2WP10', 'H1FS12', 'H2TO1', 'H1TO50', 'H2FS5', 'H2FV1', 'H2DS3', 'H2PF1', 'H1DS8', 'H2ED13', 'H1PF10', 'H2PF9', 'H2WP3', 'H2FS3', 'H1FS6', 'H2GH31', 'H2DS10', 'S62H', 'H2PF33', 'H2GH26', 'H1TO50', 'H1ED16', 'S62B', 'H1PF16', 'H1TO3', 'H2DS1', 'H2PF4', 'H1TO1', 'H2WP7'],73,43,13
61,0.7292654028436019,['H2DS11', 'H2WP10', 'H1FS12', 'H2TO1', 'H1TO50', 'H2FS5', 'H2FV1', 'H2DS3', 'H2PF1', 'H1DS8', 'H2ED13', 'H1PF10', 'H2PF9', 'H2WP3', 'H2FS3', 'H1FS6', 'H2GH31', 'H2DS10', 'S62H', 'H2PF33', 'H2GH26', 'H1TO50', 'H1ED16', 'S62B', 'H1PF16', 'H1TO3', 'H2DS1', 'H2PF4', 'H1TO1', 'H2WP7'],73,43,13
62,0.7292654028436019,['H2DS11', 'H2WP10', 'H1FS12', 'H2TO1', 'H1TO50', 'H2FS5', 'H2FV1', 'H2DS3', 'H2PF1', 'H1DS8', 'H2ED13', 'H1PF10', 'H2PF9', 'H2WP3', 'H2FS3', 'H1FS6', 'H2GH31', 'H2DS10', 'S62H', 'H2PF33', 'H2GH26', 'H1TO50', 'H1ED16', 'S62B', 'H1PF16', 'H1TO3', 'H2DS1', 'H2PF4', 'H1TO1', 'H2WP7'],73,43,13
63,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
64,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
65,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
66,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
67,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
68,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
69,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
70,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
71,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
72,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
73,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
74,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
75,0.7292654028436019,['H1SE4', 'H2FS16', 'H2PF16', 'H1PF8', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],45,2,15
76,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
77,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
78,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
79,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
80,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
81,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
82,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
83,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
84,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
85,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
86,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
87,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
88,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
89,0.7304502369668247,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2PR4', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],46,2,15
90,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
91,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
92,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
93,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
94,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
95,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
96,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
97,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
98,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
99,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
100,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
101,0.731042654028436,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H1ED19', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
102,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
103,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
104,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
105,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
106,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
107,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
