curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
151,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
152,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
153,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
154,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
155,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
156,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
157,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
158,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
159,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
160,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
161,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
162,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
163,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
164,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
165,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
166,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
167,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
168,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
169,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
170,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
171,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
172,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
173,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
174,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
175,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
176,0.7085308056872038,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2PF8', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR3', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],3,66,11
