curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
97,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
98,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
99,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
100,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
101,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
102,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
103,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
104,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
105,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
106,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
107,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
108,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
109,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
110,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
111,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
112,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
113,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
114,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
115,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
116,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
117,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
118,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
119,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
120,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
121,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
122,0.707345971563981,['H1TO9', 'H1DA2', 'S62Q', 'H1FS7', 'H2TO1', 'H2FS7', 'H1ED16', 'H2SE4', 'H2GH45', 'H1WP4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1FS12', 'H1FS1', 'H2FS16', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2FS19', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H2TO11', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H2FS3', 'S62E', 'H2WP3', 'H1PF14', 'H2FV5', 'H2PR5', 'H2DS13', 'H2PR4', 'H2ED16', 'H2GH27', 'H1FS13', 'H2PF13', 'H2FS18', 'H1WP2', 'H1TS3', 'S62O', 'H2DS9', 'H2PF5', 'H1DA2', 'H2PF30', 'H1FS19', 'H2PF33', 'H2PF1', 'H1ED16'],2,64,12
