AID	PTNR_ID	H4TR13	H4TR14	H4TR15	H4TR16	H4TR17	H4TR18	H4TR19	H4TR20	H4TR21	H4TR22	H4TR23	H4TR24
98508633	1	1	1	1	1	2	2	1	34	7	97	0	1
98508633	2	2	0	7	7	1	0	1	33	7	97	0	1
98508823	1	1	0	1	1	2	4	2	30	7	97	0	1
98508823	2	5	7	7	7	97	97	2	40	7	97	0	1
98508975	1	5	7	7	7	97	97	2	27	7	97	0	1
98540213	1	2	0	7	7	1	4	1	29	7	97	1	5
98540257	1	1	1	1	1	1	1	2	33	7	97	1	1
98540257	2	2	0	7	7	1	1	2	38	7	97	1	1
98540656	1	1	1	1	0	97	3	2	29	7	97	1	1
98540656	2	2	0	7	7	2	0	2	27	7	97	1	1
98544206	1	2	0	7	7	1	0	1	29	7	97	0	1
98544206	2	3	0	7	7	97	1	1	26	7	97	1	5
98546321	1	1	1	1	1	1	2	1	30	7	97	1	1
98570080	1	1	1	1	1	1	2	1	34	7	97	0	1
98570081	1	2	0	7	7	1	1	2	34	7	97	1	5
98570081	2	2	0	7	7	2	0	2	26	7	97	0	1
98570081	3	2	0	7	7	2	0	2	30	7	97	0	2
98570122	1	2	0	7	7	98	1	1	38	7	97	0	2
98570122	2	2	0	7	7	3	0	1	31	7	97	0	2
98570122	3	3	0	7	7	97	1	1	30	7	97	0	2
98570122	4	3	0	7	7	97	2	1	39	7	97	0	2
98570139	1	2	0	7	7	1	1	2	29	7	97	0	1
98570232	1	1	1	1	1	2	1	2	25	7	97	0	1
98570233	1	1	0	1	0	97	97	1	98	2	10	0	1
98570271	1	1	1	1	1	1	97	1	30	7	97	0	1
98570287	1	2	0	7	7	1	1	2	27	7	97	0	2
98570287	2	2	0	7	7	1	0	2	27	7	97	0	2
98570287	3	3	0	7	7	97	2	2	25	7	97	0	2
98570287	4	4	7	7	7	97	97	2	25	7	97	0	2
98570374	1	2	0	7	7	1	97	2	23	7	97	0	1
98570385	1	1	1	1	1	2	3	1	32	7	97	0	1
98570386	1	2	0	7	7	1	2	2	22	7	97	0	1
98570386	2	2	0	7	7	2	2	2	30	7	97	0	1
98570386	3	2	0	7	7	1	0	2	18	7	97	0	1
98570386	4	3	0	7	7	97	0	2	23	7	97	0	1
98570388	1	1	1	1	1	1	4	1	36	7	97	0	2
98570399	1	2	0	7	7	1	1	2	26	7	97	0	1
98570399	2	5	7	7	7	97	97	2	23	7	97	0	2
98570423	1	2	0	7	7	1	97	1	40	7	97	0	2
98570474	1	2	1	7	7	3	2	2	44	7	97	0	5
98570474	2	2	1	7	7	1	1	2	27	7	97	0	1
98570474	3	3	1	7	7	97	0	2	44	7	97	0	2
98570474	4	4	7	7	7	97	97	2	29	7	97	0	2
98570474	5	4	7	7	7	97	97	2	44	7	97	0	2
98570722	1	2	1	7	7	1	1	1	30	7	97	0	2
98570722	2	3	0	7	7	97	3	1	30	7	97	0	2
98570722	3	3	0	7	7	97	1	1	37	7	97	0	2
98570894	1	1	1	1	0	97	2	1	30	7	97	0	1
98570896	1	1	1	1	1	1	2	2	26	7	97	0	1
98570896	2	2	0	7	7	1	0	2	29	7	97	0	1
98570899	1	1	1	1	1	1	1	1	32	7	97	0	1
98570914	1	1	1	1	0	97	97	2	30	7	97	1	5
98570920	1	2	0	7	7	1	97	2	26	7	97	0	1
98570920	2	2	0	7	7	1	97	2	25	7	97	0	1
98570920	3	5	7	7	7	97	97	2	26	7	97	0	1
98570923	1	2	0	7	7	3	2	1	26	7	97	0	1
98570923	2	2	0	7	7	1	0	1	35	7	97	0	2
98570923	3	2	1	7	7	1	1	1	24	7	97	1	1
98570923	4	3	0	7	7	97	0	1	26	7	97	0	1
98570923	5	3	1	7	7	97	1	1	24	7	97	1	1
98570923	6	3	0	7	7	97	0	1	26	7	97	0	1
98571012	1	1	0	1	0	97	3	1	30	7	97	0	1
98571012	2	5	7	7	7	97	97	1	26	7	97	0	1
98571107	1	2	0	7	7	1	1	2	26	7	97	0	1
98571107	2	4	7	7	7	97	97	2	22	7	97	0	1
98571204	1	1	1	1	0	97	97	1	27	7	97	0	1
98571204	2	4	7	7	7	97	97	1	30	7	97	0	1
98571252	1	1	1	1	1	1	97	2	28	7	97	0	1
98571252	2	2	0	7	7	1	97	2	27	7	97	0	1
98571272	1	2	1	7	7	1	1	1	38	7	97	0	2
98571272	2	2	0	7	7	3	3	1	29	7	97	0	2
98571310	1	2	1	7	7	1	97	1	40	7	97	0	1
98571311	1	1	1	1	1	1	2	2	29	7	97	0	1
98571316	1	1	1	1	1	1	97	1	26	7	97	0	1
98571319	1	5	7	7	7	97	97	2	24	7	97	0	1
98571376	1	1	1	1	1	1	1	2	35	7	97	0	1
98571400	1	2	1	7	7	1	3	1	30	7	97	0	2
98571451	1	1	1	1	1	1	97	2	36	7	97	0	1
98571466	1	1	1	1	1	1	4	1	30	7	97	0	1
98571605	1	5	7	7	7	97	97	1	33	7	97	0	4
98571653	1	2	0	7	7	1	97	2	30	7	97	0	1
98571653	2	4	7	7	7	97	97	2	33	7	97	0	1
98571669	1	1	1	1	1	1	97	1	34	7	97	0	1
98571669	2	2	0	7	7	1	97	1	33	7	97	0	1
98571908	1	2	0	7	7	5	1	1	30	7	97	0	2
98571910	1	1	1	1	1	1	3	1	26	7	97	0	1
98571911	1	1	1	1	0	97	1	1	28	7	97	0	1
98571917	1	1	0	1	1	1	1	2	25	7	97	0	1
98571917	2	2	0	7	7	1	0	2	28	7	97	0	1
98571917	3	4	7	7	7	97	97	2	27	7	97	0	1
98571963	1	1	1	1	0	97	2	1	31	7	97	0	1
98571971	1	2	1	7	7	2	1	1	32	7	97	0	2
98571971	2	2	0	7	7	1	2	1	36	7	97	1	5
98571971	3	2	0	7	7	1	1	1	32	7	97	0	2
98571971	4	3	0	7	7	97	0	1	38	7	97	0	3
98571971	5	4	7	7	7	97	97	1	40	7	97	0	3
98572077	1	1	1	1	1	1	2	1	39	7	97	0	1
98572077	2	2	0	7	7	3	0	1	41	7	97	0	1
98572163	1	2	0	7	7	2	97	1	28	7	97	0	1
98572163	2	2	0	7	7	1	97	1	29	7	97	0	1
98572163	3	2	1	7	7	1	97	1	25	7	97	0	1
98572173	1	1	1	1	0	97	3	2	29	7	97	0	1
98572192	1	1	0	1	0	97	97	1	33	7	97	0	1
98572192	2	1	0	1	1	1	97	1	34	7	97	0	1
98572192	3	5	7	7	7	97	97	1	37	7	97	0	1
98572228	1	2	1	7	7	3	4	1	30	7	97	1	1
98572249	1	1	1	1	1	3	2	2	31	7	97	0	1
98572249	2	2	0	7	7	1	0	2	28	7	97	0	1
98572249	3	2	0	7	7	1	0	2	31	7	97	0	1
98572249	4	2	0	7	7	1	0	2	32	7	97	0	1
98572261	1	1	1	1	1	1	97	2	28	7	97	0	1
98572266	1	1	1	1	1	1	0	2	24	7	97	0	1
98572266	2	3	0	7	7	97	1	2	26	7	97	0	1
98572280	1	1	1	1	1	1	2	1	33	7	97	0	1
98572283	1	2	0	7	7	1	1	2	38	7	97	0	2
98572283	2	2	0	7	7	1	1	2	28	7	97	0	2
98572283	3	2	0	7	7	1	1	2	28	7	97	0	2
98572283	4	2	0	7	7	1	1	2	35	7	97	0	5
98572284	1	1	1	1	0	97	97	2	29	7	97	0	1
98572287	1	2	0	7	7	1	2	1	34	7	97	0	2
98572287	2	4	7	7	7	97	97	1	35	7	97	0	2
98572288	1	1	1	1	1	1	1	2	30	7	97	0	1
98572291	1	5	7	7	7	97	97	1	29	7	97	1	1
98572348	1	1	1	1	1	2	2	1	32	7	97	0	1
98572348	2	3	0	7	7	97	1	1	30	7	97	0	1
98572360	1	1	1	1	1	1	2	1	25	7	97	0	1
98572362	1	1	1	1	1	1	1	2	29	7	97	0	1
98572362	2	2	0	7	7	1	0	2	26	7	97	0	1
98572368	1	1	1	1	1	1	2	1	31	7	97	0	1
98572368	2	1	0	1	1	1	1	1	30	7	97	0	1
98572373	1	1	1	1	1	1	0	1	33	7	97	0	2
98572373	2	2	0	7	7	5	0	1	32	7	97	0	2
98572373	3	2	0	7	7	1	0	1	38	7	97	0	2
98572373	4	2	0	7	7	1	0	1	40	7	97	0	2
98572373	5	3	0	7	7	97	1	1	33	7	97	0	2
98572373	6	3	0	7	7	97	1	1	33	7	97	0	2
98572373	7	3	0	7	7	97	1	1	98	2	98	0	2
98572377	1	1	1	1	0	97	97	1	32	7	97	0	1
98572379	1	1	1	1	1	1	2	2	29	7	97	0	1
98572448	1	1	1	1	1	1	3	2	29	7	97	0	1
98572808	1	2	1	7	7	20	97	2	28	7	97	0	1
98572808	2	2	0	7	7	1	97	2	36	7	97	0	1
98572808	3	2	0	7	7	1	97	2	23	7	97	0	1
98572808	4	2	0	7	7	1	97	2	25	7	97	0	4
98572808	5	2	0	7	7	1	97	2	23	7	97	0	1
98572808	6	2	0	7	7	1	97	2	27	7	97	0	4
98572808	7	2	0	7	7	1	97	2	30	7	97	0	1
98572808	8	2	0	7	7	1	97	2	24	7	97	0	1
98572808	9	2	0	7	7	1	97	2	26	7	97	0	1
98572808	10	2	0	7	7	1	97	2	30	7	97	1	1
98572876	1	2	1	7	7	5	1	2	27	7	97	0	2
98572876	2	2	1	7	7	4	1	2	26	7	97	0	2
98572876	3	2	1	7	7	2	0	2	29	7	97	0	2
98572876	4	2	1	7	7	1	0	2	29	7	97	1	5
98572908	1	1	1	1	1	1	2	1	40	7	97	0	1
98572909	1	4	7	7	7	97	97	1	30	7	97	0	2
98572909	2	4	7	7	7	97	97	1	28	7	97	0	3
98572910	1	1	1	1	1	1	2	2	29	7	97	0	1
98572913	1	1	1	1	1	1	1	2	28	7	97	0	1
98572922	1	1	1	1	0	97	2	1	27	7	97	0	1
98572926	1	2	0	7	7	4	1	2	27	7	97	0	3
98572926	2	2	1	7	7	3	1	2	36	7	97	0	3
98572927	1	5	7	7	7	97	97	2	27	7	97	0	1
98572965	1	1	1	1	0	97	2	1	27	7	97	0	1
98572980	1	1	1	1	1	1	2	1	32	7	97	0	2
98572980	2	2	0	7	7	1	0	2	25	7	97	0	2
98572980	3	2	0	7	7	1	0	2	26	7	97	0	2
98572980	4	2	1	7	7	1	0	2	25	7	97	0	5
98572981	1	1	1	1	0	97	5	1	31	7	97	0	1
98572983	1	1	1	1	0	97	1	1	30	7	97	0	1
98572984	1	1	1	1	0	97	97	2	25	7	97	0	1
98572997	1	1	0	1	0	97	97	2	28	7	97	0	1
98572997	2	2	0	7	7	1	97	2	40	7	97	1	1
98572997	3	2	0	7	7	1	97	2	31	7	97	0	1
98572997	4	2	0	7	7	1	97	2	31	7	97	0	1
98572997	5	2	0	7	7	1	97	2	33	7	97	0	1
98572997	6	4	7	7	7	97	97	2	22	7	97	0	5
98572997	7	4	7	7	7	97	97	2	32	7	97	0	1
98572999	1	1	0	1	0	97	1	2	26	7	97	1	1
98572999	2	1	1	1	0	97	3	2	29	7	97	1	1
98573012	1	1	0	1	1	1	1	2	31	7	97	0	1
98573012	2	2	0	7	7	1	0	2	31	7	97	0	1
98573012	3	3	0	7	7	97	0	2	31	7	97	0	1
98573017	1	1	1	1	0	97	97	2	28	7	97	0	1
98573019	1	1	1	1	1	1	3	1	28	7	97	0	1
98573097	1	1	1	1	1	1	1	2	26	7	97	1	1
98573097	2	1	0	1	1	1	1	2	27	7	97	0	1
98573097	3	2	0	7	7	1	0	2	30	7	97	0	1
98573097	4	2	0	7	7	1	0	2	30	7	97	0	1
98573097	5	2	0	7	7	1	0	2	26	7	97	1	5
98573097	6	2	0	7	7	1	0	2	30	7	97	0	1
98573097	7	2	0	7	7	1	0	2	28	7	97	0	1
98573110	1	1	1	1	1	1	2	2	25	7	97	0	1
98573110	2	2	0	7	7	1	0	2	24	7	97	0	1
98573112	1	2	0	7	7	1	97	1	35	7	97	0	1
98573116	1	2	0	7	7	2	97	1	31	7	97	1	1
98573116	2	2	1	7	7	1	97	1	27	7	97	0	1
98573213	1	5	7	7	7	97	97	1	25	7	97	0	1
98573411	1	2	0	7	7	1	97	2	27	7	97	0	1
98573411	2	2	1	7	7	1	97	2	30	7	97	0	1
98573530	1	2	1	7	7	1	97	2	26	7	97	0	1
98573617	1	1	1	1	1	1	1	2	29	7	97	0	1
98573892	1	1	0	1	1	1	97	2	26	7	97	0	1
98573892	2	5	7	7	7	97	97	2	29	7	97	0	1
98573894	1	1	1	1	1	2	2	1	32	7	97	0	1
98573943	1	1	1	1	1	1	2	1	39	7	97	0	1
98573955	1	1	1	1	0	97	97	2	30	7	97	0	1
98573958	1	2	1	7	7	1	2	2	37	7	97	0	1
98573958	2	2	0	7	7	1	1	2	35	7	97	0	1
98573958	3	2	0	7	7	1	0	2	39	7	97	0	1
98573959	1	1	0	1	0	97	3	1	29	7	97	0	1
98573959	2	1	0	1	0	97	1	1	41	7	97	0	1
98573959	3	2	0	7	7	1	1	1	39	7	97	0	1
98573959	4	2	0	7	7	1	0	1	23	7	97	0	1
98573959	5	2	1	7	7	1	0	1	38	7	97	0	1
98574009	1	2	0	7	7	1	97	2	28	7	97	0	2
98574009	2	4	7	7	7	97	97	2	36	7	97	0	2
98574034	1	1	0	1	1	1	1	1	32	7	97	0	2
98574034	2	2	0	7	7	1	0	1	29	7	97	0	2
98574034	3	2	0	7	7	1	0	1	38	7	97	0	2
98574034	4	4	7	7	7	97	97	1	30	7	97	0	2
98574106	1	2	1	7	7	2	1	2	25	7	97	1	5
98574106	2	3	0	7	7	97	1	2	27	7	97	1	5
98574193	1	2	1	7	7	2	0	1	30	7	97	0	1
98574193	2	2	0	7	7	1	0	1	29	7	97	0	1
98574193	3	3	0	7	7	97	1	1	32	7	97	0	1
98574202	1	4	7	7	7	97	97	2	22	7	97	0	2
98574218	1	2	0	7	7	1	1	1	28	7	97	0	1
98574218	2	2	1	7	7	2	2	1	28	7	97	0	1
98574230	1	1	1	1	1	2	2	2	30	7	97	0	2
98574230	2	2	0	7	7	1	5	2	28	7	97	0	2
98574230	3	2	0	7	7	1	0	2	39	7	97	0	2
98574230	4	2	0	7	7	1	1	2	32	7	97	0	2
98574230	5	2	0	7	7	1	1	2	37	7	97	0	1
98574230	6	2	0	7	7	1	0	2	35	7	97	0	2
98574230	7	2	0	7	7	1	0	2	35	7	97	0	2
98574230	8	3	0	7	7	97	1	2	28	7	97	0	2
98574230	9	4	7	7	7	97	97	2	28	7	97	0	2
98574230	10	4	7	7	7	97	97	2	28	7	97	0	2
98574296	1	1	1	1	0	97	2	1	29	7	97	0	2
98574315	1	2	0	7	7	1	0	2	27	7	97	0	2
98574315	2	2	0	7	7	2	0	2	23	7	97	0	2
98574315	3	2	1	7	7	1	0	2	19	7	97	1	5
98574315	4	3	0	7	7	97	1	1	30	7	97	0	2
98574339	1	1	1	1	1	1	2	2	25	7	97	0	4
98574339	2	2	0	7	7	1	0	2	25	7	97	0	1
98574387	1	2	1	7	7	2	0	1	28	7	97	0	1
98574387	2	3	0	7	7	97	1	1	27	7	97	1	1
98574387	3	3	0	7	7	97	1	1	33	7	97	1	2
98574399	1	2	0	7	7	1	97	1	31	7	97	0	1
98574399	2	2	0	7	7	1	97	1	29	7	97	0	1
98574399	3	4	7	7	7	97	97	1	30	7	97	0	1
98574415	1	2	1	7	7	1	2	1	31	7	97	0	2
98574415	2	3	0	7	7	97	2	1	34	7	97	0	2
98574485	1	4	7	7	7	97	97	1	32	7	97	1	5
98574491	1	1	0	1	1	1	3	1	33	7	97	0	2
98574491	2	2	1	7	7	1	0	1	29	7	97	0	2
98574498	1	1	1	1	1	1	3	1	30	7	97	0	2
98574498	2	4	7	7	7	97	97	1	28	7	97	0	2
98574595	1	2	0	7	7	2	3	2	36	7	97	0	2
98574595	2	2	1	7	7	1	1	2	24	7	97	0	2
98574595	3	3	0	7	7	97	2	2	28	7	97	0	2
98574628	1	1	1	1	1	1	1	2	30	7	97	0	1
98574636	1	2	1	7	7	1	1	2	20	7	97	0	2
98574636	2	2	0	7	7	2	0	2	33	7	97	0	2
98574636	3	2	1	7	7	1	0	2	28	7	97	0	1
98574636	4	2	0	7	7	1	0	2	27	7	97	0	2
98574636	5	2	1	7	7	2	0	2	29	7	97	0	2
98574636	6	2	1	7	7	2	1	2	34	7	97	0	1
98574636	7	2	0	7	7	1	0	2	98	1	98	0	2
98574636	8	4	7	7	7	97	97	2	20	7	97	0	2
98574636	9	4	7	7	7	97	97	2	36	7	97	0	2
98574640	1	1	1	1	1	1	5	1	27	7	97	1	5
98574787	1	1	1	1	1	1	97	2	27	7	97	0	1
98574806	1	2	1	7	7	3	2	1	33	7	97	0	2
98574900	1	3	0	7	7	97	1	1	33	7	97	0	2
98574900	2	3	1	7	7	97	1	1	27	7	97	0	2
98574906	1	2	0	7	7	1	0	1	28	7	97	0	2
98574906	2	2	0	7	7	1	1	1	21	7	97	0	2
98574906	3	2	0	7	7	1	0	1	30	7	97	0	2
98574941	1	4	7	7	7	97	97	1	30	7	97	0	5
98575036	1	1	1	1	0	97	2	2	30	7	97	0	2
98575103	1	2	0	7	7	1	97	2	26	7	97	0	1
98575103	2	4	7	7	7	97	97	2	26	7	97	0	4
98575113	1	2	1	7	7	3	1	1	28	7	97	0	1
98575113	2	3	0	7	7	97	1	1	30	7	97	0	1
98575113	3	3	0	7	7	97	1	1	30	7	97	0	1
98575150	1	1	1	1	1	1	1	2	28	7	97	0	1
98575157	1	1	1	1	0	97	2	1	31	7	97	0	1
98575165	1	1	0	1	1	1	1	1	30	7	97	0	1
98575165	2	4	7	7	7	97	97	1	23	7	97	0	1
98575175	1	1	1	1	1	2	1	1	26	7	97	1	1
98575175	2	2	0	7	7	1	1	1	30	7	97	0	1
98575175	3	2	0	7	7	1	0	1	39	7	97	1	1
98575175	4	3	0	7	7	97	0	1	30	7	97	1	1
98575190	1	2	0	7	7	1	1	1	26	7	97	0	2
98575190	2	2	0	7	7	1	0	1	29	7	97	0	2
98575190	3	4	7	7	7	97	97	1	36	7	97	0	2
98575197	1	1	1	1	1	1	97	2	27	7	97	0	1
98575204	1	2	0	7	7	2	97	2	27	7	97	0	1
98575204	2	2	0	7	7	1	97	2	24	7	97	1	5
98575204	3	2	1	7	7	1	97	2	26	7	97	0	1
98575220	1	1	0	1	1	1	0	2	40	7	97	0	2
98575220	2	2	1	7	7	3	2	2	22	7	97	0	2
98575246	1	5	7	7	7	97	97	2	25	7	97	0	2
98575256	1	1	0	1	1	1	1	2	38	7	97	1	1
98575256	2	5	7	7	7	97	97	2	27	7	97	0	1
98575294	1	4	7	7	7	97	97	1	27	7	97	0	2
98575331	1	4	7	7	7	97	97	1	26	7	97	0	1
98575355	1	1	1	1	1	1	1	2	28	7	97	0	2
98575355	2	2	0	7	7	1	0	2	24	7	97	0	1
98575355	3	2	0	7	7	1	0	2	36	7	97	0	2
98575355	4	3	0	7	7	97	1	2	34	7	97	1	5
98575360	1	4	7	7	7	97	97	2	28	7	97	0	1
98575384	1	2	0	7	7	1	1	2	24	7	97	0	1
98575384	2	2	0	7	7	1	0	2	27	7	97	0	1
98575384	3	2	0	7	7	2	0	2	29	7	97	1	5
98575384	4	4	7	7	7	97	97	2	21	7	97	0	1
98575384	5	4	7	7	7	97	97	2	32	7	97	0	1
98575386	1	2	1	7	7	1	2	1	34	7	97	0	2
98575386	2	3	0	7	7	97	1	1	31	7	97	0	2
98575403	1	1	1	1	0	97	1	2	29	7	97	0	4
98575403	2	2	0	7	7	2	0	2	27	7	97	0	4
98575623	1	3	0	7	7	97	1	1	30	7	97	0	2
98575623	2	4	7	7	7	97	97	1	35	7	97	0	2
98575822	1	2	0	7	7	2	1	2	26	7	97	0	1
98575822	2	3	0	7	7	97	1	2	26	7	97	0	1
98575874	1	2	1	7	7	1	97	1	28	7	97	0	1
98575874	2	2	0	7	7	1	97	1	27	7	97	0	1
98575918	1	2	0	7	7	1	97	2	30	7	97	0	1
98575918	2	2	0	7	7	1	97	2	31	7	97	0	1
98575918	3	4	7	7	7	97	97	2	29	7	97	0	1
98575940	1	2	1	7	7	1	97	2	27	7	97	0	1
98575942	1	1	1	1	1	1	97	2	27	7	97	0	1
98575946	1	2	0	7	7	2	97	2	26	7	97	1	5
98575946	2	4	7	7	7	97	97	2	27	7	97	1	5
98575948	1	2	0	7	7	1	1	2	26	7	97	0	2
98575948	2	2	0	7	7	1	2	2	33	7	97	0	2
98575948	3	3	0	7	7	97	1	2	26	7	97	0	2
98575967	1	2	1	7	7	1	1	1	31	7	97	0	1
98575967	2	2	0	7	7	1	1	1	32	7	97	0	1
98575967	3	2	0	7	7	1	0	2	35	7	97	0	1
98575967	4	2	0	7	7	1	0	2	31	7	97	0	1
98575980	1	1	1	1	0	97	1	1	36	7	97	0	3
98575989	1	1	1	1	1	1	1	1	35	7	97	0	1
98576059	1	1	0	1	1	1	2	2	26	7	97	0	1
98576059	2	2	0	7	7	2	0	2	28	7	97	0	1
98576059	3	4	7	7	7	97	97	2	23	7	97	0	1
98576112	1	1	1	1	0	97	97	1	30	7	97	0	1
98576136	1	2	0	7	7	1	97	2	23	7	97	0	1
98576169	1	1	1	1	1	1	2	2	31	7	97	0	4
98576193	1	2	1	7	7	1	97	2	32	7	97	0	2
98576215	1	2	0	7	7	2	97	1	29	7	97	0	1
98576215	2	2	0	7	7	1	97	1	29	7	97	0	4
98576215	3	2	0	7	7	5	97	1	31	7	97	0	1
98576215	4	2	0	7	7	1	97	2	31	7	97	0	1
98576283	1	1	1	1	0	97	1	2	19	7	97	0	1
98576335	1	1	1	2	1	1	1	2	33	7	97	0	1
98576369	1	1	1	1	1	1	1	2	28	7	97	0	1
98576416	1	3	0	7	7	97	1	1	29	7	97	0	1
98576421	1	4	7	7	7	97	97	1	37	7	97	0	5
98576441	1	1	1	1	1	1	1	2	27	7	97	0	5
98576441	2	2	0	7	7	1	0	2	27	7	97	0	1
98576467	1	1	1	1	0	97	3	1	31	7	97	0	1
98576509	1	4	7	7	7	97	97	2	29	7	97	0	1
98576596	1	1	1	1	1	1	2	1	36	7	97	0	1
98576600	1	1	1	1	1	1	1	1	29	7	97	0	1
98576631	1	1	0	1	1	1	0	1	31	7	97	0	2
98576631	2	2	1	7	7	1	0	1	34	7	97	1	5
98576631	3	3	0	7	7	97	1	1	31	7	97	0	2
98576688	1	1	1	1	0	97	1	2	29	7	97	0	1
98576930	1	2	0	7	7	3	1	2	28	7	97	0	4
98576930	2	2	0	7	7	1	0	2	28	7	97	0	4
98576930	3	2	1	7	7	1	0	2	23	7	97	0	4
98576946	1	2	0	7	7	2	1	1	30	7	97	0	4
98576952	1	1	1	1	1	1	3	2	29	7	97	1	5
98576959	1	2	0	7	7	1	1	2	42	7	97	1	5
98576959	2	2	0	7	7	1	1	2	26	7	97	1	5
98576959	3	2	0	7	7	1	0	2	28	7	97	0	1
98576959	4	4	7	7	7	97	97	2	22	7	97	1	5
98576964	1	2	1	7	7	1	97	2	30	7	97	0	4
98577013	1	1	0	1	0	97	97	2	28	7	97	0	1
98577013	2	5	7	7	7	97	97	2	25	7	97	0	1
98577061	1	1	0	1	1	3	2	1	34	7	97	0	1
98577061	2	4	7	7	7	97	97	1	22	7	97	0	1
98577114	1	2	0	7	7	1	1	2	28	7	97	0	1
98577114	2	5	7	7	7	97	97	2	23	7	97	0	1
98577151	1	1	1	1	0	97	97	1	28	7	97	0	1
98577161	1	1	0	1	0	97	1	2	31	7	97	0	1
98577161	2	1	0	1	1	1	1	2	25	7	97	0	1
98577161	3	1	1	1	0	97	0	2	31	7	97	0	1
98577162	1	1	0	1	0	97	3	1	31	7	97	0	1
98577162	2	1	1	1	0	97	0	1	33	7	97	0	1
98577165	1	1	0	1	0	97	97	2	98	1	1	0	1
98577165	2	1	1	1	1	1	97	2	32	7	97	0	1
98577169	1	1	0	1	0	97	0	1	29	7	97	0	2
98577169	2	1	1	1	1	1	1	1	38	7	97	0	2
98577169	3	2	0	7	7	1	1	1	32	7	97	0	2
98577217	1	4	7	7	7	97	97	1	48	7	97	0	1
98577220	1	2	0	7	7	1	97	1	39	7	97	0	1
98577220	2	2	0	7	7	1	97	1	46	7	97	0	1
98577226	1	1	1	1	1	1	1	2	31	7	97	0	1
98577252	1	2	0	7	7	1	0	1	33	7	97	0	1
98577252	2	2	0	7	7	1	0	1	28	7	97	0	1
98577252	3	3	0	7	7	97	1	1	37	7	97	0	1
98577252	4	4	7	7	7	97	97	1	33	7	97	0	1
98577259	1	1	0	1	1	3	2	1	32	7	97	0	1
98577259	2	1	1	1	1	1	0	1	37	7	97	0	1
98577266	1	2	0	7	7	1	97	2	23	7	97	1	5
98577266	2	2	0	7	7	1	97	2	31	7	97	0	2
98577266	3	4	7	7	7	97	97	2	25	7	97	0	4
98577310	1	2	0	7	7	96	96	6	96	6	97	6	96
98577310	2	2	0	7	7	96	96	6	96	6	97	6	96
98577324	1	1	1	1	1	1	97	1	29	7	97	0	1
98577324	2	2	0	7	7	1	97	1	29	7	97	0	1
98577327	1	2	1	7	7	1	1	1	32	7	97	0	1
98577327	2	2	0	7	7	1	0	1	39	7	97	0	1
98577328	1	2	0	7	7	1	1	2	28	7	97	0	2
98577328	2	2	0	7	7	1	0	2	29	7	97	0	1
98577328	3	3	0	7	7	97	1	2	28	7	97	0	2
98577328	4	4	7	7	7	97	97	2	23	7	97	0	2
98577484	1	2	1	7	7	1	97	2	24	7	97	0	1
98577484	2	2	0	7	7	2	97	2	27	7	97	1	5
98577587	1	1	1	1	0	97	2	1	36	7	97	1	5
98577924	1	1	1	1	1	1	1	1	35	7	97	0	2
98577924	2	2	0	7	7	2	0	1	35	7	97	0	1
98577924	3	3	0	7	7	97	1	1	27	7	97	0	2
98577925	1	4	7	7	7	97	97	2	32	7	97	0	1
98577954	1	2	0	7	7	1	97	2	30	7	97	0	1
98577954	2	2	0	7	7	1	97	2	27	7	97	0	1
98577954	3	5	7	7	7	97	97	2	22	7	97	0	1
98578043	1	1	1	1	1	1	1	1	33	7	97	0	1
98578079	1	4	7	7	7	97	97	2	40	7	97	0	1
98578080	1	2	0	7	7	1	97	2	50	7	97	0	2
98578080	2	2	0	7	7	1	97	2	36	7	97	0	2
98578080	4	4	7	7	7	97	97	2	44	7	97	0	2
98578080	5	4	7	7	7	97	97	2	44	7	97	0	2
98578080	6	4	7	7	7	97	97	2	37	7	97	0	2
98578101	1	2	0	7	7	2	0	2	38	7	97	0	2
98578101	2	3	0	7	7	97	3	2	26	7	97	0	2
98578101	3	4	7	7	7	97	97	2	29	7	97	0	2
98578198	1	1	1	1	0	97	97	1	30	7	97	0	1
98578207	1	2	0	7	7	1	0	2	27	7	97	0	2
98578207	2	2	1	7	7	1	1	2	25	7	97	0	2
98578207	3	3	0	7	7	97	0	2	22	7	97	0	2
98578267	1	1	1	1	1	1	97	2	26	7	97	0	1
98578291	1	1	1	1	0	97	2	2	29	7	97	0	1
98578299	1	1	0	1	0	97	2	1	34	7	97	0	1
98578299	2	2	1	7	7	1	0	1	44	7	97	0	1
98578316	1	1	1	1	1	1	1	2	30	7	97	0	2
98578330	1	2	0	7	7	1	97	2	24	7	97	0	1
98578334	1	1	1	1	1	1	1	1	31	7	97	0	1
98578334	2	2	0	7	7	1	1	1	32	7	97	0	5
98578346	1	1	1	1	1	1	2	1	31	7	97	0	1
98578348	1	1	1	1	1	1	2	2	26	7	97	0	1
98578348	2	2	0	7	7	1	0	2	30	7	97	0	1
98578381	1	1	0	1	1	2	3	1	42	7	97	0	2
98578381	2	2	0	7	7	1	1	1	33	7	97	0	2
98578381	3	3	0	7	7	97	1	1	33	7	97	0	2
98578381	4	3	0	7	7	97	1	1	44	7	97	0	2
98578381	5	3	0	7	7	97	1	1	45	7	97	0	2
98578381	6	4	7	7	7	97	97	1	53	7	97	0	2
98578397	1	1	0	1	1	1	1	2	27	7	97	0	1
