AID	CLUSTER2	GSWGT4	GSWGT4_2	GSWGT134
94577921	191	1977.414031262	1567.021457977	1826.387972449
94577923	191	1977.414031262	1567.021457977	1826.387972449
94577924	191	3025.305971021	2219.02152469	2652.264714428
94578088	153	 	4389.100415332	5311.198274492
94578095	158	 	4813.180053714	 
94578096	158	 	4813.180053714	5873.862463693
94578101	156	 	1092.647637794	1388.671023974
94578106	156	 	5036.500883499	 
94578110	155	7963.173774395	6178.190541407	7728.500078038
94578117	155	 	1640.297519405	2225.992350422
94578127	151	862.571405788	649.452855708	801.604641669
94578131	157	 	3831.816570453	 
94578149	159	8436.043546459	6220.30495102	7854.102465497
94578194	158	 	4113.49928429	4977.696619683
94578218	155	5814.059956906	4284.837967091	5216.070789453
94578312	155	 	7502.454635668	 
94578383	153	4700.806658175	3310.280748508	4207.111970656
94578410	155	 	3592.378773181	4974.999289707
94578416	155	 	4140.110644137	 
94578421	151	 	5077.09505821	5917.433550185
94578490	158	 	6454.957614084	8656.75186101
94578527	151	10423.230057065	7645.300037408	9137.973334111
94578571	160	 	17141.87019066	 
94578587	153	5521.584633469	3808.427484354	5274.199973291
94578643	159	 	5222.2843072	6086.65388647
94578739	157	 	4411.304763975	 
94578780	153	1769.31466147	1296.934753223	1593.640222486
94578804	156	5921.769829912	4170.075923238	5299.84544154
94578813	155	 	2645.791290931	 
94578874	160	18526.887392509	13660.774596521	17248.852634071
94578881	153	 	1361.887795987	1886.045777877
94578890	158	 	6454.957614084	8656.75186101
94578899	158	4571.473215526	3622.709513559	4222.324493107
94578910	155	5255.758200882	4140.110644137	5009.898710117
94578921	151	8789.512304862	6442.847177103	7916.805670635
94578943	159	8436.043546459	6220.30495102	7854.102465497
94578966	154	1165.675827569	749.022820326	1034.222939189
94578984	153	 	1423.001456035	1732.265347063
94579174	110	14479.745925396	10620.700249253	12694.292597071
94579176	110	10454.59278185	8111.146142104	10146.49729109
94579179	110	14479.745925396	10620.700249253	12694.292597071
94579232	107	 	4240.096231304	5103.669404626
94579262	104	 	2515.273497513	2887.41132726
94579290	108	 	4710.216599527	5699.777154449
94579291	108	4700.701470682	4030.210574033	4395.644063054
94579292	108	5177.102336308	4102.646346634	4781.698364473
94579294	108	4538.887648078	3574.166089007	4298.499840751
94579295	108	5979.492252449	4710.216599527	5699.777154449
94579296	108	4463.807219599	3641.383313846	4180.130485885
94579299	108	 	3574.166089007	 
94579374	110	 	6909.977318195	 
94579375	110	11296.676093386	8965.219000052	10553.956788446
94579930	107	 	2858.265094842	 
94579939	107	 	6690.886492814	 
94579941	109	3016.720395195	2340.508186772	2927.818037156
94579944	109	3510.178008464	2630.335417878	3209.983484012
94579945	109	 	3058.407891434	3700.943058612
94579946	109	4185.63099271	3182.667424502	3921.05782003
94579962	104	3246.9940157	2783.854643293	3036.276618905
94579968	104	 	2515.273497513	 
94579974	110	 	3077.147183397	 
94579997	108	4910.465991055	3733.81699822	4600.076095516
94579998	108	 	4710.216599527	5699.777154449
94579999	108	 	3956.805280672	 
94590955	142	6007.586614807	4429.685617193	5593.167055526
94593905	186	4876.486167378	3864.420067321	4504.041916922
94614472	370	 	3488.446363987	4221.327505824
94614679	370	7656.352487362	5615.832293595	6712.271002658
94614976	370	7656.352487362	5615.832293595	6712.271002658
94619063	304	8047.86018748	6030.626264028	7359.59778141
94619162	304	 	5765.786647942	 
94619167	304	7700.303720713	6281.578952837	7210.946340202
94619262	304	7700.303720713	6281.578952837	7210.946340202
94619266	304	 	8409.369613411	11277.816277519
94619369	304	8047.86018748	6030.626264028	7359.59778141
94619466	304	8112.220610302	5950.205473337	7111.927417079
94619467	304	7700.303720713	6281.578952837	7210.946340202
94619469	304	7981.470440081	6334.2198932	7456.715005062
94619867	304	5006.64652294	3967.566938395	4624.261205411
94619963	304	8112.220610302	5950.205473337	7111.927417079
94619964	304	8979.680111127	6621.15461427	8360.237510838
94636352	372	 	3330.729286854	 
94636354	372	5912.9251959	4854.665044312	5714.96637168
94676728	371	7325.185245578	5557.894174546	7453.698942007
94678273	360	7032.91737755	5456.455535378	6825.658216325
94678274	360	 	5456.455535378	 
94710033	247	8713.31635331	6861.337456982	8251.843152138
94710139	247	6813.250060634	5841.43294552	6371.096391872
94710188	243	 	1144.857720745	 
94710239	247	6813.250060634	5841.43294552	6371.096391872
94710376	250	8443.6487833	7239.277546578	7895.68852145
94710390	248	6037.715910486	5176.518155261	5645.891418943
94710392	248	6122.149940824	4994.188490377	5733.084864069
94710450	242	7531.639997913	5914.153126676	7068.836187067
94710871	250	12191.615155712	9270.252555882	11420.984799749
94710883	243	8689.527654313	7450.085153074	8125.61080142
94710974	250	1558.393890783	1124.001702302	1486.477460705
94710989	243	 	6659.168489703	7959.30882876
94710994	248	7058.745616352	5558.438800215	6684.901513401
94710998	248	6037.715910486	5176.518155261	5645.891418943
94710999	248	7058.745616352	5558.438800215	6684.901513401
94711065	234	 	5177.692345652	 
94711176	240	1653.082383702	1192.29639202	1576.796289176
94711266	234	4628.122822512	4005.259128042	4368.430180946
94711862	234	 	4014.161489581	4608.061654499
94711973	240	 	1650.54011455	2033.471412566
94711974	240	4493.38139898	3665.508666493	4207.825214342
94712047	219	8303.950707033	7119.505493906	7765.056311897
94712211	215	8384.937978704	6602.754530529	7940.856298002
94712218	215	8384.937978704	6602.754530529	7940.856298002
94712341	219	14804.476202072	11257.018171744	13868.687250425
94712396	218	3626.116263144	3108.900277446	3390.795293733
94712917	215	8384.937978704	6602.754530529	7940.856298002
94712942	219	10142.415607033	7986.687649919	9605.254690568
94712975	220	2047.05902009	1350.798662166	1765.782063881
94712990	218	4132.050699167	3370.750511323	3869.457224984
94712998	218	3626.116263144	3108.900277446	3390.795293733
94713002	286	 	3247.286378196	 
94713301	286	 	591.948547389	676.345700482
94713395	288	 	4396.14803381	 
94713603	286	4022.341330232	3247.286378196	3710.268721518
94713936	287	 	4625.771143369	5310.159714195
94714020	261	7287.476464575	6248.017426489	6814.547329998
94714022	261	10104.693016043	7683.40003043	9465.976728136
94714085	263	 	6366.110433796	7656.254355398
94714088	263	6907.793729116	5922.491250286	6459.504540667
94714117	265	16909.220172464	11157.93524421	14585.802071032
94714180	263	8084.420056227	6366.110433796	7656.254355398
94714231	267	8987.131237761	6482.026700566	8572.395015369
94714237	267	4334.194859989	3499.049626521	3997.927152805
94714242	269	7645.666456212	5813.606983314	7162.384906764
94714310	265	23286.617925871	16795.624228468	22211.992030759
94714322	261	 	5645.220264178	 
94714344	269	 	5813.606983314	 
94714394	268	8460.293459802	7253.548087189	7911.2530226
94714398	268	11078.40946675	8423.793924149	10378.144692819
94714480	263	 	7364.999843075	 
94714681	263	8084.420056227	6366.110433796	7656.254355398
94714934	267	12114.960310745	9211.965793759	11349.175297233
94714990	268	 	8423.793924149	10378.144692819
94715025	221	5580.144596954	4885.737321423	5377.28237108
94715123	221	5580.144596954	4885.737321423	5377.28237108
94715254	222	3586.400825002	2851.963590739	3513.629496382
94715257	222	1151.861810455	1008.521219958	1109.986685768
94715393	228	 	4252.067528239	4881.166186281
94715954	222	4665.074611375	4037.237857933	4403.308535713
94715955	222	3586.400825002	2851.963590739	3513.629496382
94715980	223	3079.547116068	2640.291758117	2879.696377672
94715981	223	3079.547116068	2640.291758117	2879.696377672
94715982	223	3079.547116068	2640.291758117	2879.696377672
94715987	223	3079.547116068	2640.291758117	2879.696377672
94715994	228	 	4252.067528239	4881.166186281
94716011	275	5322.826110841	4342.134243034	4984.5583831
94716057	272	 	692.797885513	 
94716068	274	 	3759.088660265	4520.898471175
94716095	278	4361.564802295	3283.937651071	4053.288304017
94716153	272	 	2119.475410481	2421.659935612
94716192	278	3510.007628607	2833.672983958	3237.684335446
94716217	275	6478.266367149	5554.230103129	6057.851848973
94716265	274	7365.463858315	5600.546710648	6899.893877433
94716281	273	8508.020143806	6699.676096953	8057.419806093
94716290	278	6785.092575146	4828.344040169	6552.382583938
94716293	278	1702.782949842	1211.718457267	1644.382183618
94716315	275	6478.266367149	5554.230103129	6057.851848973
94716358	272	5536.314576182	4359.594101133	5243.101210963
94716627	271	6750.590714725	5133.009861911	6323.886782637
94716668	274	 	3662.872606696	 
94716893	278	5788.090919758	4174.698120523	5520.983330093
94716975	280	611.641265228	524.398988111	571.948104552
94716976	280	650.317999807	525.564552993	603.32247965
94716987	273	7128.667952618	5815.262903524	6675.638253745
94717262	294	6811.455750818	4847.104356366	6577.84157528
94717461	294	8175.174059075	6437.575053449	7742.201859948
94718027	251	8570.744475679	7348.244773392	8014.536193256
94718105	256	 	3719.215720867	4093.3991769
94718125	251	9417.028857444	7682.01001086	8818.57290804
94718180	253	 	992.010557903	1133.44661226
94718194	258	4919.857858571	4013.409950599	4607.198924393
94718211	255	1734.020494389	1144.233039205	1495.756720907
94718249	259	6852.540336412	5459.867137597	6663.060238425
94718273	260	7815.854797548	6375.840586994	7319.154099899
94718277	260	9013.7026419	7097.877898061	8536.320432428
94718284	253	5742.498218371	4635.990511589	5296.967555403
94718329	251	9417.028857444	7682.01001086	8818.57290804
94718393	258	4919.857858571	4013.409950599	4607.198924393
94718485	253	6517.879828793	5706.778414571	6280.926899155
94718880	253	 	912.431468882	 
94718888	253	1244.164229382	1089.337292942	1198.933515278
94718944	259	7526.660917828	6453.085482535	7038.209634119
94718971	260	9013.7026419	7097.877898061	8536.320432428
94718987	253	5742.498218371	4635.990511589	5296.967555403
94718998	258	4648.467524539	3985.427087274	4346.799898692
94719270	210	8118.388856757	6622.634953524	7602.461998673
94719279	210	8118.388856757	6622.634953524	7602.461998673
94719932	207	2630.445748193	1735.759722943	2269.008307326
94719933	207	 	2072.366617087	2280.863612461
94719935	207	3696.595382237	2666.19339753	3526.005684148
94719936	207	2366.910994281	2072.366617087	2280.863612461
94719978	210	8118.388856757	6622.634953524	7602.461998673
95316851	472	7369.651323066	5603.730772424	6903.816653099
95374971	470	3433.206211254	2943.506211089	3210.404360681
95374972	470	3914.885330855	3082.792850759	3707.545829728
95374973	470	3914.885330855	3082.792850759	3707.545829728
95374975	470	3260.18803103	2659.522177407	3053.001778032
95500036	147	5801.945113797	4347.660343323	5305.755988877
95500235	147	 	4464.365884572	5255.50180462
95500280	143	6947.1918821	5205.845634671	6353.059915488
95500332	147	5547.945845898	4396.524982009	5124.218501818
95500333	147	 	5422.243736725	 
95500710	145	7099.573778884	5634.332896558	6632.800149293
95500839	147	 	5422.243736725	6561.392735006
95501960	134	5868.968312543	4553.411182983	5696.010579015
95504188	163	9747.092597187	7187.005141264	9074.711809794
95504228	161	 	7218.295963409	 
95504423	161	 	6311.414230295	 
95504481	163	9506.021703734	6972.539960191	8333.863146705
95504484	163	10259.960639282	7688.253356514	9382.516818033
95504487	163	9736.877877378	6392.57728851	8826.633705818
95504608	166	 	699.503388894	889.014952057
95504620	161	8056.694731801	6250.748331911	7819.264984981
95504707	166	1202.924950859	881.762418106	1083.487085745
95504709	166	6586.87463742	4854.385874945	5909.399738684
95504888	163	 	5976.0514921	 
95504902	166	1380.016618357	1086.699866141	1306.928409376
95504947	169	5911.832851909	4430.00420419	5406.245999237
95506022	171	6573.357615835	4821.470019476	5762.816927212
95506098	178	 	4838.437833521	5854.936146566
95506124	171	 	3946.857489563	4816.628050223
95506154	172	 	6117.240877176	8203.839515878
95506202	176	 	3740.947565138	4723.528143073
95506230	177	 	1298.778443866	1563.298436108
95506308	176	 	3786.039412619	 
95506309	176	4442.762949682	3525.846229453	4150.665895405
95506395	178	674.541894825	442.858712136	611.482890083
95506426	171	 	3762.881502212	5046.405165536
95506482	173	 	5049.652212376	6110.524157404
95506527	171	 	3437.787974474	 
95506680	173	4617.415205509	3582.399650771	4481.340579412
95506926	171	5289.018329804	3899.85029377	4924.167552645
95507059	192	 	3669.554882745	4478.216157234
95507158	192	 	3841.161988743	4476.934263252
95507214	195	 	5656.592578149	 
95507311	195	8805.08369961	6598.048149301	8052.06265407
95507914	195	7070.991109105	5805.467214402	6834.261395866
95508034	157	 	3541.195782951	4321.570511374
95508271	160	22875.795747656	17141.87019066	20919.430968042
95508323	151	1450.51951212	1069.001889146	1301.330311827
95508339	157	 	523.003335527	645.530922964
95508624	151	 	3634.225255145	 
95508833	157	 	4740.278833385	 
95508931	157	 	4399.279024208	5323.515288181
95508980	153	 	3808.427484354	 
95508981	153	 	7393.020218429	 
95508984	153	6342.66280062	4649.269004116	5712.9027283
95540910	145	853.661787807	601.143673288	764.007326302
95543606	186	11111.61898653	8150.22412326	9741.479123248
95544983	163	9018.08093392	7146.468119381	8329.320158497
95544985	163	9018.08093392	7146.468119381	8329.320158497
95546778	180	 	4176.936426782	 
95546779	180	 	558.903044246	 
95548969	154	4526.793672123	3592.534326305	4229.171874174
95570025	141	 	2233.175588033	 
95570097	148	5521.856042781	4284.10577755	5359.127662737
95570121	141	 	2182.55235519	2641.080678487
95570123	141	2403.933127512	1907.798964179	2245.882429517
95570184	143	6947.1918821	5205.845634671	6353.059915488
95570294	148	 	3633.134910841	4872.401846931
95570299	148	 	3996.540043252	5046.253399845
95570353	142	 	756.671416135	910.781393916
95570376	150	5605.060743137	4441.786251591	5176.971218101
95570450	142	6007.586614807	4429.685617193	5593.167055526
95570480	143	 	1185.374501229	 
95570576	150	 	4464.285521013	 
95570588	143	1241.548341219	874.29113153	1111.156715924
95570621	141	 	736.696797849	841.731454501
95570789	143	 	7632.92940683	 
95570852	142	 	5002.40561778	5979.078508106
95570929	141	 	2124.346740633	 
95571018	135	3747.608291284	3057.138811639	3509.446285846
95571100	136	4085.709044139	3099.981465864	4157.389084192
95571112	135	 	3390.140285007	4546.521445359
95571160	134	5634.265961635	4471.441673022	5263.831502483
95571204	136	2665.649675539	2115.501313932	2490.391975144
95571210	135	 	3057.138811639	 
95571306	136	4229.595736589	3216.097308411	3962.243558355
95571316	135	 	3047.810895907	3688.119760207
95571319	135	4750.010736637	3502.413796205	4422.34215984
95571378	140	 	2508.619386159	 
95571465	134	 	8323.193746446	 
95571601	136	4022.824690386	2950.688182791	3526.78244146
95571651	132	 	13361.618517513	 
95571657	132	12189.615294144	8987.995847534	11348.742690568
95571669	134	6153.063336503	4610.76913576	5626.846170943
95571674	140	2829.942577344	2074.391264657	2548.958880403
95571819	135	3714.036706627	2943.225406004	3430.375158149
95571877	140	 	2415.460375958	2907.413074225
95571913	135	5090.850451524	3734.070814363	4463.113201885
95572073	120	7579.119921293	5559.183237878	6644.561748866
95572078	120	5843.511059653	4533.660294271	5671.30354806
95572102	116	6008.359271385	4768.327980166	5613.329407292
95572107	116	 	5512.024760816	6726.711857896
95572108	116	8298.814863357	6119.119572801	7726.340187794
95572111	115	5875.958186895	4656.461630934	5427.178724078
95572115	115	5920.359835408	4365.369072978	5511.957415087
95572206	116	6534.913247829	4793.271588995	5729.113017026
95572227	111	3436.384438646	2946.231107729	3213.376333365
95572248	119	 	4519.482610401	 
95572283	113	 	2315.958164158	 
95572285	113	2014.372310718	1727.049598305	1883.647311707
95572289	113	1922.008920795	1417.190598897	1789.423551501
95572291	118	2750.06635145	2060.74931479	2514.877463993
95572297	118	 	1726.581795905	 
95572306	116	5876.172801532	4559.000751538	5703.002752649
95572316	115	 	6241.611817396	8370.633541893
95572318	115	4672.893799626	3708.481674726	4365.666398732
95572322	111	 	1880.339350165	 
95572343	119	 	5276.833116759	 
95572376	120	7579.119921293	5559.183237878	6644.561748866
95572382	113	 	1490.881007795	 
95572386	113	 	1135.378314419	1373.907811125
95572394	118	 	3275.397523006	 
95572402	116	7355.787389707	5512.024760816	6726.711857896
95572405	116	5708.409216721	4523.685779558	5272.426396501
95572804	116	 	5575.49138349	6746.835891928
95572847	119	6658.800868736	5276.833116759	6150.231375587
95572861	114	 	6352.918527827	 
95572865	114	 	6352.918527827	 
95572872	120	5843.511059653	4533.660294271	5671.30354806
95572876	120	 	3762.777717803	4591.98254567
95572903	116	5876.172801532	4559.000751538	5703.002752649
95572917	115	7057.3332159	5288.379526277	6453.781833737
95572918	115	 	3708.481674726	 
95572921	111	6228.117525965	4735.732031893	5834.439053941
95572925	111	 	1305.500877406	1521.581653127
95572967	114	 	6352.918527827	 
95572984	113	1119.902589502	868.87110363	1086.899205715
95572985	113	1247.919198612	988.926006963	1152.608699494
95573031	187	7567.858122765	5566.567472851	6694.677527486
95573193	188	 	5099.426933851	6170.755956587
95573219	185	4890.215130484	3850.820386516	4631.220375883
95573230	187	5434.21561119	4072.103966247	4969.475142975
95573233	187	5434.21561119	4072.103966247	4969.475142975
95573293	188	 	8853.835180774	11873.889614862
95573333	187	7814.563283302	5731.877799403	6850.973307659
95573407	186	6325.586106251	4664.162098989	5889.230082705
95573412	185	2409.987247778	1909.818414867	2225.923177195
95573415	185	3278.661407613	2456.849539505	2998.266453362
95573516	185	 	2578.824315865	 
95573618	185	3324.707788462	2712.154640363	3113.42127908
95573917	185	 	2034.098208516	 
95573945	189	 	2872.496272719	 
95573949	189	3311.84615219	2569.480103253	3214.246476442
95573950	182	4180.844943573	3082.740191979	3892.438961266
95573951	182	 	4440.356597644	5954.967877145
95573954	182	4023.272970171	3192.93241449	3758.756002588
95573956	182	4463.901623019	3537.46333291	4122.96873876
95573957	182	4463.901623019	3537.46333291	4122.96873876
95573958	182	 	3537.46333291	4122.96873876
95573991	188	 	4320.873848054	 
95573994	188	5868.239561416	4552.845784883	5695.303304089
95574031	167	5913.875236881	4693.343971212	5525.057387354
95574234	167	7260.193291153	5353.293404143	6759.365538358
95574295	168	9027.062449034	6081.70538026	8042.975337039
95574333	167	5887.009384723	4665.219262801	5437.385880736
95574408	166	 	1152.908633253	1546.167233494
95574415	165	6804.962028884	5174.690558531	6315.039182781
95574502	166	993.338764215	699.503388894	889.014952057
95574503	166	1202.924950859	881.762418106	1083.487085745
95574529	161	 	6538.706890138	7697.439401138
95574591	168	8980.890687404	6622.047231	8361.364578292
95574604	166	1494.032498928	1218.767913644	1399.086136214
95574608	166	1494.032498928	1218.767913644	1399.086136214
95574614	165	 	3221.475283267	 
95574615	165	5621.175451025	4361.162268589	5455.520140927
95574617	165	5611.704133427	4205.104157456	5131.784639418
95574733	167	6219.432283562	4558.939147189	5601.907712604
95574745	169	4885.472481456	4260.855693984	5714.238987087
95574790	168	7283.188162713	6445.972837461	8644.702365661
95574804	166	 	987.893608204	1368.110188105
95574839	167	 	4173.57406976	5779.88273052
95574936	167	 	9179.749680477	 
95574937	167	11831.933868204	9179.749680477	11483.248314608
95574944	169	6499.077372278	5157.769547352	6071.784406739
95574998	168	8192.21069935	6600.334890152	7986.98684523
95575014	125	 	5213.468305932	6308.756066245
95575026	121	2778.35966596	1956.5047413	2486.566893603
95575029	121	8419.70827181	7020.035618692	8449.794309382
95575031	127	3683.853371624	2923.563707383	3441.652126492
95575062	124	5096.217652621	4038.548472868	4706.99129195
95575073	130	3454.789156372	2680.381753954	3352.976968866
95575081	123	 	2591.89752592	3199.119180474
95575087	123	 	4615.101628822	 
95575100	126	3766.762936835	3072.764353528	3527.383646013
95575122	121	 	3864.757637931	5352.21025331
95575134	127	4152.780134688	3290.912008531	3835.609321219
95575153	122	7209.987294505	5679.512641403	6872.710780461
95575164	124	 	4038.548472868	 
95575166	124	5096.217652621	4038.548472868	4706.99129195
95575181	123	5161.929056612	3868.067314376	4720.474852674
95575203	126	 	1882.749771408	2278.293133206
95575206	126	3766.762936835	3072.764353528	3527.383646013
95575211	125	5245.296829295	3847.35516972	4598.515267646
95575222	121	 	2474.67471238	2957.831794917
95575241	129	2528.092146215	1903.545958082	2289.314988143
95575243	129	2159.104251448	1700.788002713	2058.103358431
95575244	129	1677.605485539	1301.562245985	1628.166669877
95575255	122	7649.376461249	5803.870270523	7783.577796977
95575259	122	2340.032132788	1647.837038051	2094.274007302
95575294	128	4294.785769242	3332.089135392	4168.218990708
95575309	126	2914.250938215	2052.198586027	2608.186402718
95575319	125	5485.233992481	4255.692733808	5323.5848595
95575322	121	2427.344968858	1788.901380254	2177.687069248
95575331	127	 	3554.072218672	4921.949460191
95575337	127	 	5055.795889798	6780.334294126
95575351	122	 	5679.512641403	6872.710780461
95575357	122	4871.391730849	3590.111625203	4370.358114571
95575377	130	3454.789156372	2680.381753954	3352.976968866
95575379	130	5672.390242329	4250.579008371	5187.280801384
95575386	123	4764.100142009	3780.8644559	4450.876224028
95575401	126	 	3111.148241807	 
95575404	126	3776.075436955	2973.486418421	3576.087562178
95575461	124	5941.255750514	4357.831743421	5208.657615931
95575462	124	6581.701543026	4931.96716428	6018.826737238
95575621	121	2427.344968858	1788.901380254	2177.687069248
95575629	121	 	1039.701338287	 
95575678	130	3454.789156372	2680.381753954	3352.976968866
95575805	126	2953.083575221	2343.613356571	2758.928041126
95575825	121	5727.541892288	4312.417978583	5322.717789395
95575871	130	 	4922.783758345	 
95575940	129	1719.121950327	1320.950181479	1652.419670811
95575941	129	1884.131630463	1389.261831663	1754.159139014
95575943	129	 	1481.40356994	 
95575944	129	 	1340.787309055	 
95575945	129	1084.775377973	816.756111203	1008.103181159
95575946	129	1882.157105599	1235.697409188	1706.205167318
95575985	123	7983.51616375	5855.802480728	6999.093123474
95576034	177	4569.31277603	3545.079609385	4434.655722279
95576037	177	4569.31277603	3545.079609385	4434.655722279
95576039	177	4334.095411993	3439.605970325	4049.142890975
95576052	172	1376.362941115	903.627075221	1247.694762169
95576064	174	4643.590369214	3423.944886611	4323.262956947
95576091	178	5530.493019827	4389.085841811	5166.881290349
95576114	175	4085.325466905	3237.456884725	3773.306539922
95576116	175	 	3415.32498145	 
95576158	172	5746.636859754	4306.21536271	5255.17776134
95576184	173	 	4567.963576869	 
95576262	174	3759.061826356	2983.250314466	3511.915872642
95576307	176	3916.081514462	3103.337827756	3616.988685258
95576323	171	4939.288702066	3832.123673918	4793.728505851
95576363	174	1148.324461611	841.739422994	1034.307853962
95576414	175	6269.325887961	4598.466807635	5496.274424857
95576435	177	5428.940414305	4068.151022217	4964.651087091
95576447	179	2508.599563965	1849.712392062	2335.549586933
95576471	180	 	4739.583404631	5735.313576458
95576519	175	 	5099.055708191	6838.350091558
95576586	173	 	5049.652212376	 
95576759	172	8342.770645455	6119.310844967	7314.049030233
95576763	174	4643.590369214	3423.944886611	4323.262956947
95576814	175	4096.282806047	3226.75880406	3904.662498142
95576815	175	5355.299351997	4250.04940432	5003.206030069
95576817	175	4085.325466905	3237.456884725	3773.306539922
95576832	177	 	4368.392975877	 
95576841	179	2508.599563965	1849.712392062	2335.549586933
95576852	172	8342.770645455	6119.310844967	7314.049030233
95576898	178	831.516011125	612.809534322	745.992715717
95576904	176	 	3083.275621134	4134.984854591
95577061	194	 	6170.134551796	8274.775290143
95577124	191	 	1948.252259767	 
95577129	191	 	1178.710865916	1426.344016944
95577223	191	 	1178.710865916	 
95577224	191	2002.332326782	1553.50002305	1943.323853304
95577227	191	3025.305971021	2219.02152469	2652.264714428
95577228	191	1167.664408845	926.676754943	1090.894313733
95577229	191	 	1178.710865916	 
95577267	194	 	5591.289171192	6765.952607164
95577321	191	1167.664408845	926.676754943	1090.894313733
95577363	194	 	5591.289171192	6765.952607164
95577783	193	 	4570.06280641	6128.917038588
95577862	194	2524.228753535	1850.29834819	2273.599241554
95577863	194	 	6625.699208226	 
95577884	193	8938.578122535	6556.327671984	7836.389303643
95577889	193	 	4570.06280641	 
95577923	191	 	1567.021457977	1826.387972449
95577926	191	2415.711168053	1781.221262802	2249.068883588
95577928	191	1117.04800871	911.240064719	1046.059161091
95577986	193	 	6556.327671984	 
95578006	156	6480.994619685	4254.983941928	5875.124067258
95578046	159	8496.594482441	6232.138574972	7448.905318815
95578083	153	1811.99037599	1289.431623203	1749.844095774
95578106	156	6480.994619685	4254.983941928	5875.124067258
95578109	156	 	5942.776572476	7153.131749123
95578113	155	5434.237022638	4312.69557553	5076.953808446
95578126	151	 	7141.06992625	9576.89795496
95578148	159	8436.043546459	6220.30495102	7854.102465497
95578195	158	5387.988016395	4275.991640136	5033.745522277
95578196	158	4571.473215526	3622.709513559	4222.324493107
95578205	156	 	1271.466105691	 
95578206	156	4212.739455609	3194.657551287	3925.513413952
95578218	155	10228.481587071	7502.454635668	8967.238704258
95578307	156	6480.994619685	4254.983941928	5875.124067258
95578380	153	 	1361.887795987	1886.045777877
95578413	155	 	2674.385254657	3219.072741701
95578482	153	 	1289.431623203	 
95578486	153	 	1038.242070921	1433.566157184
95578614	155	4664.24874354	3696.230405428	4308.014240334
95578642	159	 	4780.90986381	5834.480879158
95578685	153	4700.806658175	3310.280748508	4207.111970656
95578741	159	9861.274695028	7482.120839767	10034.28176858
95578818	155	2392.329076296	1763.095415573	2146.272640137
95578867	154	 	733.006823913	 
95578886	153	1181.14728716	889.317073937	1097.663499542
95578894	158	4327.925738875	3357.80062339	4200.382329742
95578911	155	 	7948.92037701	9567.863443393
95578939	157	9488.402553221	5914.244275453	8026.021108941
95578948	159	 	5477.242384695	6627.945945586
95578995	158	6423.180352016	4813.180053714	5873.862463693
95579175	110	3906.354910434	3077.147183397	3723.619253214
95579178	110	14479.745925396	10620.700249253	12694.292597071
95579232	107	5915.340635239	4336.035310204	5328.009184184
95579234	107	 	4201.239163384	5056.898383905
95579237	107	6387.422039374	4707.393571619	5730.461289777
95579246	109	 	2340.508186772	 
95579263	104	3209.218961516	2489.85728493	3114.643695741
95579266	104	 	3314.323902044	4444.8439978
95579269	104	 	2486.084351935	3334.09088439
95579271	110	 	10620.700249253	 
95579276	110	9371.384525413	6909.977318195	8724.921096105
95579290	108	 	3289.987977827	 
95579291	108	 	3096.290531736	 
95579292	108	 	3956.805280672	 
95579293	108	4118.043316081	3085.836433516	3765.863440313
95579332	107	 	4201.239163384	5056.898383905
95579374	110	 	5960.537994711	 
95579379	110	14479.745925396	10620.700249253	12694.292597071
95579936	107	4342.618220765	3058.046531081	3886.541699985
95579937	107	5261.345965955	3454.244897854	4769.493283773
95579941	109	3510.178008464	2630.335417878	3209.983484012
95579943	109	3029.745585474	2404.453528071	2830.549776301
95579944	109	3175.624334077	2341.54217662	2956.561185869
95579947	109	3175.624334077	2341.54217662	2956.561185869
95579957	102	 	9799.882643141	 
95579960	104	3801.891362762	2993.815277324	3600.536229247
95579962	104	3120.621964141	2300.986255809	2905.353028047
95579963	104	 	2833.889413981	 
95579966	104	 	2300.986255809	 
95579978	110	 	6774.298422734	8267.153270622
95579982	103	5219.488898006	4049.515664763	5065.671238428
95579986	103	5394.335707296	3977.505915275	5022.219852833
95579989	103	6112.186174744	4483.206926699	5358.511130633
95579990	108	 	2747.032226429	 
95579994	108	5214.984443991	3956.805280672	5306.476591322
95593009	186	4650.957122064	3485.172893141	4253.201834971
95593101	186	5408.652299999	4292.391139109	5053.051197187
95593202	186	5408.652299999	4292.391139109	5053.051197187
95593302	186	5408.652299999	4292.391139109	5053.051197187
95593907	186	4650.957122064	3485.172893141	4253.201834971
95614178	370	5025.436881813	3683.722225384	4526.463565146
95619065	304	 	4689.502943824	 
95619165	304	5006.64652294	3967.566938395	4624.261205411
95619167	304	 	7509.814446749	9087.537252965
95619465	304	8807.126477036	6352.197099286	8400.697076087
95619962	304	6024.457876765	4674.047022685	5846.917885985
95624976	370	6392.422818679	4959.53087474	6204.038948875
95678077	360	7032.91737755	5456.455535378	6825.658216325
95678275	360	6696.792617567	5314.679461295	6256.500524819
95678870	360	 	5077.644469977	 
95710081	243	8689.527654313	7450.085153074	8125.61080142
95710117	245	4987.305646349	4068.430975677	4670.360378288
95710158	242	6228.99389412	5081.347224968	5833.13884141
95710236	247	9442.945719273	7180.221042996	8846.058389084
95710254	242	6198.031079452	4470.370119793	5912.005658419
95710285	243	6349.52818686	4780.727932414	5900.741936078
95710489	243	 	6607.170702534	 
95710552	242	3961.045078092	3197.801148508	3653.728127772
95710589	243	 	4499.80399461	5141.364225302
