AID	CLUSTER2	GSWGT4	GSWGT4_2	GSWGT134
57245379	150	7024.775888978	5574.972120149	6562.919974682
57248884	115	5875.958186895	4656.461630934	5427.178724078
57249576	115	4672.893799626	3708.481674726	4365.666398732
57251197	278	3272.601080517	2865.350343419	3153.627973627
57256290	174	6063.083595927	4447.190840936	5315.46324112
57258682	240	 	5709.308944895	 
57258751	142	 	476.918388905	 
57262270	109	3052.229588476	2616.870702931	2854.151652331
57263513	159	8496.594482441	6232.138574972	7448.905318815
57265490	187	4197.584216228	3160.472324969	3900.897907056
57268298	185	 	2745.213270628	 
57272130	176	 	3103.337827756	 
57272274	140	2129.873529446	1603.638187764	1979.333532176
57275298	220	3623.141189941	2925.007120591	3342.040450333
57275660	166	5356.862555418	3949.875138967	4987.331700236
57277289	129	2207.899577878	1678.841272755	2068.338542207
57277290	129	1633.063247348	1340.787309055	1578.389922452
57279640	240	9758.173338907	7419.913619351	9141.360513234
88122937	273	9995.107487715	7600.073456297	9363.31808633
88149345	111	2643.628425808	1654.515381104	2069.687259769
88183732	161	 	6306.576412215	 
88191219	141	6289.657500079	4040.944943152	4829.901632959
88191364	141	 	3882.011417601	5206.170446488
88202138	121	8434.830006025	5058.223332508	6428.612419668
88239382	115	 	6412.104005801	 
88249047	120	6280.492630399	4331.872521506	5999.106463518
88251811	175	4557.745206243	3415.32498145	4167.961511096
88268811	168	 	7912.751863415	9632.446822013
90316053	472	5308.280185988	4330.268298687	4970.936857588
90316656	472	7369.651323066	5603.730772424	6903.816653099
90500059	142	5196.831863292	4026.500072866	4692.948693657
90500459	142	404.914295823	304.870697051	376.294851454
90500516	145	 	4933.332866433	5969.767498636
90500638	147	6289.58685899	4635.291133988	5642.688678148
90500914	145	 	1224.092171271	1473.400937656
90500974	150	5957.58120917	4464.285521013	5448.081903534
90501955	132	12189.615294144	8987.995847534	11348.742690568
90503807	186	6325.586106251	4664.162098989	5889.230082705
90504005	166	 	1143.393029775	 
90504104	166	 	881.762418106	1083.487085745
90504142	169	 	4061.046214363	4914.223782854
90504220	161	8329.578121507	6141.80281832	7754.981313264
90504248	169	 	5762.684790478	7728.343897339
90504280	163	 	9810.846412579	 
90504500	166	1202.924950859	881.762418106	1083.487085745
90504504	166	770.123158709	579.846122088	715.690659968
90504603	166	1096.631805291	780.374856009	1059.020354167
90504786	163	 	6972.539960191	 
90506040	179	2207.829909917	1752.16838065	2062.672353609
90506094	178	5816.241542773	4263.394157202	5238.74959503
90506203	176	4909.972341716	3808.765179086	4439.175275841
90506236	177	4334.095411993	3439.605970325	4049.142890975
90506268	174	6063.083595927	4447.190840936	5315.46324112
90506372	180	 	4739.583404631	5735.313576458
90506397	178	674.541894825	442.858712136	611.482890083
90506428	171	4331.804635798	3437.787974474	4047.002725782
90506472	180	 	4075.990426065	4798.301840318
90506725	171	4808.145250426	3947.612036662	4647.173354297
90506828	171	4331.804635798	3437.787974474	4047.002725782
90506849	179	2833.343545163	2429.205765735	2649.470469581
90506987	173	 	3582.399650771	 
90507350	192	5540.626949512	4397.128287059	5176.348947483
90507957	192	5521.024848958	4283.460899771	5358.320964088
90508033	157	 	4399.279024208	5323.515288181
90508165	154	2745.375055555	2028.141394518	2503.28802394
90508325	151	 	758.286830456	 
90508577	160	20090.905930736	15944.457474881	18769.9949331
90508969	154	 	3592.534326305	 
90540850	142	 	4429.685617193	 
90543102	186	 	4158.770050085	5577.331800295
90543104	186	5408.652299999	4292.391139109	5053.051197187
90544989	163	 	5976.0514921	 
90546223	171	4830.20912534	3619.494540592	4417.123997495
90548078	160	24275.520549315	18834.047290007	23560.124113206
90570023	141	2903.546824384	2300.944620661	2681.786876021
90570051	142	 	4485.011516003	 
90570180	143	 	942.187217268	 
90570184	143	 	5860.653880044	7091.907641564
90570190	148	5521.856042781	4284.10577755	5359.127662737
90570220	141	 	2101.633723764	 
90570222	141	2804.626523622	2101.633723764	2564.771586495
90570280	143	 	8503.49369254	11404.04619968
90570282	143	1435.095964918	942.187217268	1300.937176634
90570373	150	 	4747.385302935	 
90570388	143	 	8503.49369254	 
90570412	145	5815.159024606	4357.562125377	5317.839830595
90570531	147	5801.945113797	4347.660343323	5305.755988877
90570582	143	 	1794.052040608	2159.443562238
90570626	141	5736.606836771	4782.966704368	5757.105381763
90570628	141	2168.61299748	1898.745323427	2089.774599642
90570655	142	 	372.720804026	473.699445897
90570697	148	 	5811.425030093	7032.336395028
90570725	141	 	2182.55235519	2641.080678487
90570778	150	7024.775888978	5574.972120149	6562.919974682
90570820	141	5901.004477509	4701.716275111	5737.8353677
90570892	148	 	4466.01388269	5404.270347687
90570992	148	5862.59461728	4652.646868685	5477.14829986
90571004	136	4229.595736589	3216.097308411	3962.243558355
90571069	134	5868.968312543	4553.411182983	5696.010579015
90571074	140	 	7523.068117845	8991.876775954
90571103	136	3309.755391957	2606.280745868	3134.464681292
90571107	136	2937.454434128	2396.249890599	2750.778030262
90571208	136	 	3216.097308411	 
90571210	135	6894.191061643	5242.200602108	6458.41017092
90571214	135	 	2943.225406004	 
90571217	135	3747.608291284	3057.138811639	3509.446285846
90571276	140	2690.90916452	2135.547639831	2513.990735789
90571315	135	5090.850451524	3734.070814363	4463.113201885
90571401	136	2617.445625068	2244.102736772	2447.583492369
90571402	136	 	2742.856249689	3319.097765374
90571418	135	3714.036706627	2943.225406004	3430.375158149
90571461	134	6153.063336503	4610.76913576	5626.846170943
90571462	134	 	4610.76913576	 
90571472	140	2472.738066088	1947.846304241	2357.065674306
90571805	136	2937.454434128	2396.249890599	2750.778030262
90571816	135	3747.608291284	3057.138811639	3509.446285846
90571861	134	 	6037.571382393	7305.993409555
90571907	136	 	2606.280745868	 
90571913	135	 	3047.810895907	3688.119760207
90571914	135	4009.136382977	3437.2878057	3748.958884056
90571971	140	 	2508.619386159	 
90571979	140	 	776.864431749	 
90572007	116	5876.172801532	4559.000751538	5703.002752649
90572049	119	9598.972512952	7040.718137331	8415.352475001
90572070	120	7579.119921293	5559.183237878	6644.561748866
90572147	119	9598.972512952	7040.718137331	8415.352475001
90572169	114	6420.329668621	5055.715488254	6080.297244155
90572172	120	5021.420274387	3762.777717803	4591.98254567
90572177	120	 	4533.660294271	5671.30354806
90572192	118	 	2836.117642578	3338.709634036
90572198	118	2486.559004991	1970.498467062	2296.64672532
90572209	116	 	6119.119572801	 
90572213	115	4672.893799626	3708.481674726	4365.666398732
90572221	111	2914.573162093	2377.584325961	2729.350872214
90572228	111	 	1677.524720509	 
90572265	114	5908.313595059	4688.930165193	5519.861405192
90572268	114	5012.345087455	4297.402483045	4687.06321026
90572269	114	4938.742017343	3831.699531173	4793.197931856
90572280	113	1119.902589502	868.87110363	1086.899205715
90572282	113	1005.235706215	707.881146358	899.662436785
90572283	113	1119.902589502	868.87110363	1086.899205715
90572285	113	1005.235706215	707.881146358	899.662436785
90572293	118	 	3275.397523006	 
90572303	116	5876.172801532	4559.000751538	5703.002752649
90572323	111	 	1741.1316361	2335.03385029
90572341	119	6869.499426424	5212.148166111	6990.018530625
90572384	113	1923.805203693	1457.191835047	1839.931333666
90572393	118	2750.06635145	2060.74931479	2514.877463993
90572397	118	 	1969.469018556	 
90572448	119	 	5081.134461243	6415.722543157
90572469	114	5012.345087455	4297.402483045	4687.06321026
90572667	114	 	4192.364162881	 
90572862	114	6425.279568428	4737.670934375	5982.046420455
90572864	114	 	7819.42904763	 
90572900	116	6008.359271385	4768.327980166	5613.329407292
90572909	116	8298.814863357	6119.119572801	7726.340187794
90572920	111	3436.384438646	2946.231107729	3213.376333365
90572925	111	2914.573162093	2377.584325961	2729.350872214
90572940	119	 	5212.148166111	 
90572974	120	5121.393522349	4058.499341762	4730.244341104
90572983	113	 	1135.378314419	1373.907811125
90572984	113	 	988.926006963	1152.608699494
90572991	118	2486.559004991	1970.498467062	2296.64672532
90572998	118	2750.06635145	2060.74931479	2514.877463993
90573011	185	2409.987247778	1909.818414867	2225.923177195
90573013	185	 	2248.107155173	 
90573117	185	 	1797.971346098	2175.703767821
90573194	188	 	5099.426933851	6170.755956587
90573212	185	4890.215130484	3850.820386516	4631.220375883
90573217	185	 	1909.818414867	 
90573409	186	 	4664.162098989	 
90573491	188	5444.542102269	4320.873848054	5086.581362979
90573618	185	3324.707788462	2712.154640363	3113.42127908
90573818	185	5290.555076276	4022.828894407	4956.139800728
90573819	185	 	2510.255652486	 
90573940	189	3350.829209859	2872.879164435	3133.373309173
90573941	189	3181.962460687	2595.709097552	2979.747473964
90573945	189	3833.314066261	3112.956759218	3573.522567913
90573946	189	3690.424894907	2924.513990467	3408.566711233
90573954	182	3848.870468074	3139.744171313	3604.27321081
90573956	182	4053.130025487	3475.006355653	3790.09750873
90573959	182	4621.299131717	3462.948817255	4226.08023061
90573992	188	 	5423.665029037	6848.220659921
90573994	188	 	8853.835180774	 
90574133	167	7260.193291153	5353.293404143	6759.365538358
90574145	169	 	5157.769547352	 
90574197	168	 	7478.93266767	10030.006106927
90574204	166	5510.053814446	4148.665444835	5120.60182365
90574205	166	8036.475206912	6368.58487734	7422.685096162
90574307	166	 	699.503388894	889.014952057
90574335	167	5913.875236881	4693.343971212	5525.057387354
90574392	168	6627.112172219	4989.728266509	6158.706215468
90574415	165	12290.923086878	9147.536974239	11163.383349179
90574489	163	7702.633351527	5976.0514921	7475.637747575
90574494	168	 	4854.806320552	6723.30495234
90574499	168	 	4854.806320552	 
90574503	166	8923.723544063	7082.006707733	8337.01806598
90574538	167	3958.458841901	3452.362480791	4629.967711215
90574742	169	 	3927.174306767	 
90574744	169	8392.846647833	6890.744917888	8111.862532658
90574805	166	1079.208799359	708.535707978	978.319835578
90574817	165	 	4547.879056461	 
90574835	167	4742.159622935	3339.401266132	4244.121906548
90574884	163	 	8222.85604852	9950.38042505
90574890	168	6488.022177784	4568.827538069	5806.628043841
90574918	165	2069.074218096	1472.375219493	1998.110670028
90574935	167	 	1612.943030904	1981.943104106
90574992	168	 	5595.021180114	6770.468666828
90575005	126	 	3111.148241807	 
90575111	125	5485.233992481	4255.692733808	5323.5848595
90575118	125	 	4863.62367717	6522.611895503
90575126	121	 	1358.46555532	1676.722621391
90575131	127	3683.853371624	2923.563707383	3441.652126492
90575158	122	4493.704925912	3367.336697916	4109.398030361
90575167	124	5030.769544725	3903.098651087	4882.513419964
90575205	126	 	2925.002984167	 
90575207	126	4868.569527522	3701.959792002	4560.827901814
90575210	125	4234.720710299	3173.268091322	3872.562447456
90575229	121	2812.837191061	2028.777069616	2683.030978159
90575231	127	 	2399.221083886	 
90575243	129	 	1663.851876309	 
90575250	122	3415.959822142	2710.959192573	3191.371696942
90575257	122	 	5803.870270523	 
90575263	124	5096.217652621	4038.548472868	4706.99129195
90575266	124	4826.395166913	3434.514132501	4660.863103139
90575288	123	 	6069.251293899	8139.480624746
90575333	127	5144.081074843	3773.114765636	4509.780119317
90575354	122	6802.548028152	5277.724570086	6602.077821718
90575378	130	6212.028321031	4922.783758345	5737.581321198
90575465	124	 	3999.239929178	 
90575521	121	 	6755.424077839	 
90575623	121	 	1939.366670177	2685.782434369
90575834	127	4178.808164534	2973.684334116	4035.48655168
90575836	127	 	2884.171548062	 
90575871	130	5672.390242329	4250.579008371	5187.280801384
90575873	130	1481.30505857	1043.126419489	1325.733368179
90575919	125	4563.528656546	3364.911494364	4248.724117574
90575931	127	3848.921879634	2884.171548062	3519.757583543
90575942	129	1119.261147036	979.977465365	1078.571196502
90575943	129	 	827.462430145	 
90575944	129	1119.261147036	979.977465365	1078.571196502
90575946	129	1677.605485539	1301.562245985	1628.166669877
90575948	129	 	1481.40356994	1726.598987338
90575950	122	6802.548028152	5277.724570086	6602.077821718
90575975	130	 	5090.399626593	6159.832119309
90575978	130	5260.222387767	4174.594837053	4914.380063584
90575982	123	3442.431075547	2591.89752592	3199.119180474
90575991	128	1555.429805195	1171.124294242	1445.491634974
90576057	172	 	5377.520913143	6726.916322559
90576104	176	 	4347.298526379	 
90576117	175	 	3415.32498145	4167.961511096
90576119	175	5355.299351997	4250.04940432	5003.206030069
90576142	179	2439.057027662	1892.02602993	2205.18587479
90576148	179	2833.343545163	2429.205765735	2649.470469581
90576245	179	2507.539888281	1987.124977142	2316.025182379
90576248	179	3480.617193459	2552.986225352	3051.432898051
90576285	173	5324.366559263	4225.500655745	4974.306966738
90576336	177	5236.136884005	3840.636472187	4590.484807285
90576412	175	5640.363307978	4376.049076248	5474.142534228
90576445	179	2551.272730922	1979.392827696	2476.087055066
90576481	173	4671.331096836	3701.842886887	4314.555675092
90576485	173	 	8838.351866198	11853.124922003
90576522	171	 	2726.123244769	3298.849354892
90576531	177	 	4368.392975877	5858.457372522
90576687	173	4617.415205509	3582.399650771	4481.340579412
90576754	172	 	824.751480697	1048.195633805
90576758	172	6007.718569001	4429.782913434	5593.289907163
90576759	172	6644.690380705	5273.330310448	6207.823838698
90576811	175	5640.363307978	4376.049076248	5474.142534228
90576837	177	5428.940414305	4068.151022217	4964.651087091
90576844	179	3480.617193459	2552.986225352	3051.432898051
90576919	175	5316.886411798	3920.398785187	4950.113219033
90576925	171	3216.660850122	2549.074951168	2970.986649853
90576928	171	4331.804635798	3437.787974474	4047.002725782
90576941	179	 	1752.16838065	 
90576942	179	2785.20339519	2132.117267701	2601.972801179
90576948	179	2207.829909917	1752.16838065	2062.672353609
90576964	174	 	3423.944886611	 
90577063	194	6753.875855177	4979.960948419	6287.975247362
90577065	194	9117.859853051	7602.128110419	9150.440586879
90577114	195	 	5635.626840695	 
90577119	195	 	9189.667531692	12324.274807548
90577161	194	6753.875855177	4979.960948419	6287.975247362
90577167	194	8360.926083411	6625.699208226	7722.355862688
90577224	191	1977.414031262	1567.021457977	1826.387972449
90577227	191	1117.04800871	911.240064719	1046.059161091
90577229	191	1496.341482752	1178.710865916	1426.344016944
90577255	192	 	2738.207921284	 
90577256	192	4847.136951587	3841.161988743	4476.934263252
90577259	192	 	3780.007715194	4574.142433464
90577260	194	 	5057.947244871	 
90577267	194	6734.972460887	4742.728493254	6027.642769131
90577322	191	1977.414031262	1567.021457977	1826.387972449
90577326	191	 	1178.710865916	1426.344016944
90577411	195	 	6196.433911519	7406.229653904
90577516	195	 	5733.278771523	6937.772535831
90577712	195	 	5226.190618345	6324.151185368
90577782	193	5536.173482617	4387.195855392	5113.345259106
90577817	195	7070.991109105	5805.467214402	6834.261395866
90577852	192	4897.01456427	3669.554882745	4478.216157234
90577920	191	 	2442.883125725	2940.420968702
90577928	191	3726.199449473	2833.325160696	3490.666882913
90577929	191	772.769750802	676.604332874	744.676250891
90577964	194	6753.875855177	4979.960948419	6287.975247362
90578004	156	1766.291562412	1294.718775299	1590.917285543
90578006	156	 	1294.718775299	 
90578025	151	7932.128412438	5848.743829295	7384.948759175
90578044	159	6380.115840106	4780.90986381	5834.480879158
90578076	160	20151.698289149	15969.414161398	18612.601507755
90578105	156	 	3214.27868692	4451.377539509
90578112	155	1690.807805897	1190.657037458	1513.233425139
90578113	155	 	1372.417476225	 
90578198	158	4571.473215526	3622.709513559	4222.324493107
90578203	156	5921.769829912	4170.075923238	5299.84544154
90578217	155	5434.237022638	4312.69557553	5076.953808446
90578260	154	 	2881.918438467	3979.246128493
90578288	153	 	3808.427484354	5274.199973291
90578302	156	5921.769829912	4170.075923238	5299.84544154
90578304	156	2086.325465004	1537.577292016	1871.742189788
90578310	155	 	5912.868598827	 
90578363	154	 	2664.06902776	 
90578380	153	 	3808.427484354	5274.199973291
90578404	156	6015.886990188	4409.737328779	5418.572337794
90578461	154	4394.209817028	3240.064484038	4091.085349164
90578487	153	1769.31466147	1296.934753223	1593.640222486
90578496	158	 	3357.80062339	4200.382329742
90578587	153	1181.14728716	889.317073937	1097.663499542
90578618	155	4664.24874354	3696.230405428	4308.014240334
90578620	151	8413.290961931	6527.411822939	8165.352370547
90578661	154	3895.007361496	2932.654197614	3619.707260593
90578805	156	7127.662562219	5942.776572476	7153.131749123
90578806	156	1766.291562412	1294.718775299	1590.917285543
90578813	155	 	4140.110644137	5009.898710117
90578846	159	6841.002293961	5429.12651812	6391.228889212
90578873	160	20090.905930736	15944.457474881	18769.9949331
90578880	153	4700.806658175	3310.280748508	4207.111970656
90578901	156	 	862.681017398	 
90578912	155	 	4284.837967091	 
90578923	151	862.571405788	649.452855708	801.604641669
90578927	151	8413.290961931	6527.411822939	8165.352370547
90578981	153	5571.843963891	4389.100415332	5311.198274492
90578985	153	 	1361.887795987	1886.045777877
90578986	153	 	1010.290261622	1229.858763152
90578988	153	 	1038.242070921	 
90578999	158	4571.473215526	3622.709513559	4222.324493107
90579230	107	8412.440500177	6199.788911402	7547.202038889
90579233	107	5106.811364866	3596.186905066	4570.476683537
90579270	110	9371.384525413	6909.977318195	8724.921096105
90579272	110	10454.59278185	8111.146142104	10146.49729109
90579296	108	4646.014196268	3604.588041883	4509.09676163
90579944	109	 	3058.407891434	3700.943058612
90579965	104	 	3314.323902044	 
90579966	104	3449.381110263	2584.777547523	3154.386007578
90579967	104	3546.792610263	2559.585568686	3231.87488137
90579973	110	 	10620.700249253	12694.292597071
90579978	110	 	6909.977318195	 
90579985	103	7110.003056488	5406.299589096	6660.580718566
90579990	108	3725.554240211	2747.032226429	3468.555440976
90579992	108	 	4710.216599527	5699.777154449
90579993	108	4118.043316081	3085.836433516	3765.863440313
90579997	108	 	3096.290531736	 
90579999	108	 	4102.646346634	 
90593900	186	 	4664.162098989	 
90606920	371	5383.353194103	4093.431588768	4818.833773505
90608879	360	 	5456.455535378	 
90608976	360	5659.107543742	4172.735059845	5268.727012495
90614371	370	6461.752259244	4764.564022113	6016.003126496
90614876	370	 	3488.446363987	4221.327505824
90614978	370	 	3792.324253502	4464.366826845
90619260	304	6024.457876765	4674.047022685	5846.917885985
90619265	304	 	8409.369613411	11277.816277519
90619360	304	 	8246.386927008	11420.223672067
90619464	304	10236.250917299	7783.433943474	9589.218872129
90619961	304	7981.470440081	6334.2198932	7456.715005062
90646128	371	 	538.691023942	746.02029204
90676028	371	 	1014.07738821	 
90676053	372	3385.660790907	2384.162666555	3030.087190936
90676157	372	 	3885.321435907	 
90676321	371	 	4190.178728486	5070.48550423
90676627	371	 	3635.822907624	5035.164030576
90676725	371	6170.274312755	4547.360336602	5535.647696141
90676953	372	4220.96809923	3162.962636757	3859.985975753
90678178	360	7045.107261039	5279.218064377	6442.60145682
90678378	360	 	5830.824880745	7055.811923851
90678671	360	1757.866249371	1295.509867838	1577.065744604
90678978	360	 	5677.164147371	 
90710051	242	 	7010.575750214	 
90710085	243	5542.99838793	3657.674123376	4781.360496923
90710194	248	6122.149940824	4994.188490377	5733.084864069
90710218	245	7212.921385896	5679.845155688	6830.911851664
90710297	248	6801.358422322	5171.612579033	6371.445470258
90710316	245	10042.094357023	7635.801302012	9407.334921942
90710319	245	6127.312449437	5253.334970991	5729.673487846
90710386	243	9639.340207076	7478.636305068	9355.270103757
90710483	243	 	5142.518815819	 
90710874	250	10834.625150116	8507.792755054	10168.859684699
90710935	247	9442.945719273	7180.221042996	8846.058389084
90710993	248	 	5171.612579033	 
90711360	234	10741.31734231	8167.476029576	10062.360116275
90712140	219	4363.680492413	3522.853745729	4025.125147886
90712211	215	4918.740663624	4012.498590669	4606.152727632
90712216	215	7680.769086917	6585.212224997	7182.31677701
90712290	218	5186.442908546	4084.086191062	4911.759387984
90712348	219	 	3522.853745729	 
90712914	215	5246.212472481	4031.119093256	5042.658367042
90712942	219	1812.401822087	1586.861965624	1746.513230597
90712997	218	5186.442908546	4084.086191062	4911.759387984
90713391	288	5738.906826556	4681.555123211	5374.197002957
90713507	286	 	7444.678433454	 
90713702	286	 	3655.250330246	4778.192082151
90713909	286	4289.321647136	3755.547636963	4133.386380279
90713930	287	6796.435689779	5351.881749885	6436.48400122
90713998	288	5354.302705869	4590.584515173	5006.829097239
90714016	265	23286.617925871	16795.624228468	22211.992030759
90714018	265	13553.581965012	11866.940021872	13060.851040532
90714022	261	6920.220366707	5645.220264178	6480.437595268
90714025	261	7287.476464575	6248.017426489	6814.547329998
90714081	263	 	7364.999843075	 
90714098	268	 	4597.607392948	 
90714212	265	12922.382010512	10432.400343845	11919.801390487
90714232	267	7015.611286408	6014.930104822	6560.32515405
90714237	267	4555.379156837	3988.496278742	4389.77155664
90714245	269	5960.352845257	5110.189875222	5573.548918468
90714311	265	 	11157.93524421	 
90714328	261	 	7683.40003043	9465.976728136
90714918	265	20873.490291645	17896.171840529	19518.881223991
90714942	269	7645.666456212	5813.606983314	7162.384906764
90715191	228	6747.637067374	5130.763969422	6321.119834938
90715198	228	826.069345334	666.896096656	761.978907847
90715266	224	10055.445938388	7918.203020084	9522.891094946
90715294	228	3766.032519021	2485.10259765	3248.559327707
90715353	222	4018.347775954	3309.815917735	3799.507282791
90715983	223	7391.917606327	5620.661594688	6924.675487588
90715987	223	3079.547116068	2640.291758117	2879.696377672
90715988	223	5036.383857091	4108.466884236	4716.319649114
90715993	228	4708.964230976	3708.093606553	4459.568856154
90716050	272	5536.314576182	4359.594101133	5243.101210963
90716064	274	4272.250874472	3662.872606696	3994.998259169
90716091	278	 	1211.718457267	1644.382183618
90716151	272	 	4359.594101133	 
90716154	272	 	3079.235544874	 
90716290	278	4361.564802295	3283.937651071	4053.288304017
90716332	277	 	8954.160467723	 
90716352	272	 	3367.873734257	3866.154825187
90716390	278	5788.090919758	4174.698120523	5520.983330093
90716951	272	4128.524188187	3367.873734257	3866.154825187
90716952	272	6233.973916609	4740.185110476	5839.925262919
90716969	274	4773.723622018	3759.088660265	4520.898471175
90716973	280	693.613799747	528.003501169	660.496802849
90716975	280	807.620146267	614.097691692	756.570585331
90716976	280	755.118110923	600.482061025	739.796078926
90716978	280	692.512996037	564.922530104	648.503518229
90716979	280	755.118110923	600.482061025	739.796078926
90716990	278	4361.564802295	3283.937651071	4053.288304017
90716994	278	5788.090919758	4174.698120523	5520.983330093
90717150	292	10346.773575005	8147.610187725	9798.789486072
90717158	292	10346.773575005	8147.610187725	9798.789486072
90717362	294	8175.174059075	6437.575053449	7742.201859948
90718010	255	 	7507.691428904	 
90718024	251	 	7348.244773392	8014.536193256
90718081	253	1244.164229382	1089.337292942	1198.933515278
90718089	253	1382.738316896	912.431468882	1192.742610278
90718112	255	 	7507.691428904	 
90718113	255	5253.832404699	4504.444930969	4912.878931374
90718115	255	5732.271294984	4676.142139908	5367.983162069
90718147	259	7656.195744692	6245.597549521	7169.641443693
90718178	260	11602.587941445	8822.368418399	10869.189916555
90718183	253	1228.781389246	992.010557903	1133.44661226
90718207	256	4247.825894917	3719.215720867	4093.3991769
90718225	251	9836.060982011	7745.44741732	9315.125167881
90718268	254	3752.697977415	3029.599932743	3461.545598395
90718273	260	8312.133537312	7126.521155147	7772.70810803
90718280	253	1925.101638383	1388.492043921	1836.262457103
90718285	253	 	1388.492043921	 
90718287	253	 	6646.163881525	 
90718303	256	2305.772037127	1663.053038246	2199.365759186
90718305	256	1537.295373102	1241.077749125	1418.024595696
90718306	256	1560.860936014	1366.623462195	1504.116936238
90718311	255	1734.020494389	1144.233039205	1495.756720907
90718394	258	 	3994.285368769	4585.244836991
90718398	258	9339.675930111	7101.696826582	8749.31626942
90718822	251	 	7745.44741732	 
90718940	259	9423.277360959	7165.265629246	8827.633265057
90718981	253	5742.498218371	4635.990511589	5296.967555403
90718989	253	5742.498218371	4635.990511589	5296.967555403
90719275	210	14784.309202538	12675.52931184	13824.86451816
90719278	210	 	10256.701951449	 
90719930	207	2366.910994281	2072.366617087	2280.863612461
90719934	207	2605.926519225	1719.580149535	2247.858152736
90719937	207	3701.857110045	2669.988452842	3531.024594859
90719939	207	 	2072.366617087	2280.863612461
90719972	210	8118.388856757	6622.634953524	7602.461998673
91374970	470	3433.206211254	2943.506211089	3210.404360681
91374975	470	4235.379407151	3220.495092144	3967.661643878
91374976	470	 	2943.506211089	 
91500014	145	6020.122569273	4770.706132637	5560.332474314
91500186	143	 	1221.404528254	1423.566045341
91500226	141	 	2182.55235519	2641.080678487
91500238	147	 	5422.243736725	6561.392735006
91500373	150	10578.113515772	7758.904985794	9273.75858569
91500411	145	686.827228801	517.130410455	638.282107356
91500833	147	5464.90263464	4419.234403639	5150.68668725
91500870	150	 	4747.385302935	 
91500977	150	8234.523601054	6388.716015291	7991.853260565
91501350	132	12189.615294144	8987.995847534	11348.742690568
91503239	187	 	538.169950513	 
91504088	163	9565.172067014	7273.634353257	8876.528059502
91504104	166	9384.792894074	6879.196968851	8452.981123929
91504224	161	8329.578121507	6141.80281832	7754.981313264
91504291	168	 	5968.207509184	 
91504485	163	7702.633351527	5976.0514921	7475.637747575
91504686	163	9018.08093392	7146.468119381	8329.320158497
91504702	166	770.123158709	579.846122088	715.690659968
91504703	166	 	987.893608204	 
91504929	161	10233.600487282	7506.209280606	8971.72640849
91506146	179	2450.32758332	1998.872607263	2294.608285607
91506147	179	2507.539888281	1987.124977142	2316.025182379
91506235	177	 	3545.079609385	 
91506304	176	 	3089.523552737	3738.595750733
91506305	176	5073.512763928	3740.947565138	4723.528143073
91506330	177	4569.31277603	3545.079609385	4434.655722279
91506392	178	5530.493019827	4389.085841811	5166.881290349
91506396	178	 	5194.727884381	 
91506443	179	 	2242.433075458	2696.880328925
91506487	173	4617.415205509	3582.399650771	4481.340579412
91506680	173	 	4567.963576869	 
91506727	171	 	2726.123244769	3298.849354892
91506773	180	 	3223.737663551	 
91506790	178	831.516011125	612.809534322	745.992715717
91506894	178	 	5618.217476745	7534.598599261
91506902	176	3916.081514462	3103.337827756	3616.988685258
91506935	177	5007.944404351	3968.595457456	4625.459960433
91506946	179	 	2122.737338544	2568.699237386
91506955	172	 	4357.386215008	5272.821297413
91506993	178	705.963013098	517.481704139	635.868270218
91507010	195	 	9189.667531692	12324.274807548
91507116	195	8805.08369961	6598.048149301	8052.06265407
91507316	195	7263.854288619	5635.626840695	7049.789446634
91507851	192	 	3780.007715194	4574.142433464
91507919	195	 	6061.556668933	 
91508025	151	8357.688739754	6632.792625614	7808.198188695
91508026	151	7932.128412438	5848.743829295	7384.948759175
91508122	151	 	809.188108704	 
91508123	151	6027.850084205	4516.941172758	5512.341302276
91508169	154	7053.539212394	5173.676807394	6183.78879494
91508381	153	 	4812.488772975	6664.700394628
91508387	153	6490.224803308	4783.157012191	5822.690557793
91508439	157	4725.719570399	3541.195782951	4321.570511374
91508522	151	 	1069.077452595	 
91508526	151	8413.290961931	6527.411822939	8165.352370547
91508665	154	 	6190.815041273	 
91508766	154	4526.793672123	3592.534326305	4229.171874174
91508836	157	4725.719570399	3541.195782951	4321.570511374
91508862	154	4526.793672123	3592.534326305	4229.171874174
91508873	160	20151.698289149	15969.414161398	18612.601507755
91508948	159	9861.274695028	7482.120839767	10034.28176858
91540058	142	5738.235896543	4553.953841041	5360.965756068
91540130	147	 	4063.733441971	 
91540453	142	 	4485.011516003	6014.854644916
91543707	186	4834.694143509	3772.171135549	4330.268527823
91544201	166	 	881.762418106	1083.487085745
91544202	166	 	987.893608204	1368.110188105
91544302	166	 	1420.481037491	1709.787989568
91546074	180	6271.757945216	4865.913605919	6086.930053553
91546574	180	6271.757945216	4865.913605919	6086.930053553
91546924	171	 	3832.123673918	 
91570095	148	6580.109708817	4826.4225895	5768.736440192
91570110	145	 	4357.562125377	5317.839830595
91570181	143	 	874.29113153	 
91570187	143	 	1215.919152648	1480.177412349
91570210	145	6696.748425023	4937.838117418	6234.788621718
91570232	147	 	5083.713517758	 
91570291	148	5521.856042781	4284.10577755	5359.127662737
91570395	148	 	5811.425030093	 
91570425	141	 	2674.517349187	3196.691836672
91570428	141	 	2099.0457047	 
91570497	148	 	6229.449495076	8354.32263597
91570523	141	3339.819869469	2863.440156166	3123.078432541
91570524	141	2403.933127512	1907.798964179	2245.882429517
