AID	PTNR_ID	H4TR25	H4TR26	H4TR27Y	H4TR28Y	TSDURATN	H4TR29
95572283	1	2	8	2000	2001	9	7
95572283	2	2	8	2001	2002	6	7
95572283	3	5	8	2008	2008	3	7
95572285	1	2	8	2001	9917	77	7
95572285	2	2	8	1999	1999	7	7
95572285	3	2	8	2000	2001	19	7
95572289	1	2	8	2001	2003	24	7
95572289	2	2	8	2003	2004	12	7
95572289	3	2	8	2004	2008	45	7
95572291	1	2	8	1998	2001	34	7
95572291	1	1	1	2000	2001	11	1
95572291	2	2	8	2005	9917	31	7
95572291	2	1	1	2006	9917	21	7
95572291	3	2	8	2002	2003	15	7
95572297	1	2	8	2008	9917	1	7
95572306	1	1	1	2004	9917	42	7
95572316	1	5	8	2007	2007	8	7
95572318	1	2	8	2004	9917	42	7
95572318	1	1	1	2005	9917	35	7
95572322	1	2	8	2002	9917	72	7
95572322	1	1	1	2004	9917	46	7
95572322	2	2	8	1999	2000	8	7
95572343	1	1	1	1996	2000	52	1
95572343	2	2	8	2004	2006	24	7
95572343	3	4	8	2008	9917	2	7
95572376	1	1	1	2000	9917	92	7
95572382	1	2	8	2002	9917	68	7
95572382	1	1	1	2003	9917	58	7
95572382	2	3	8	1999	2000	9	7
95572386	1	2	8	1998	9917	113	7
95572386	1	1	1	2002	9917	71	7
95572386	2	2	8	1997	1998	10	7
95572402	1	2	8	2001	9917	82	7
95572402	1	1	1	2002	9917	71	7
95572405	1	2	8	1998	9917	115	7
95572804	1	2	8	1998	9917	119	7
95572804	1	1	1	2001	9917	85	7
95572861	1	2	8	2001	9917	80	7
95572861	1	1	1	2002	9917	67	7
95572865	1	2	8	2001	2005	48	7
95572865	2	2	8	2007	2007	4	7
95572865	3	2	8	2000	2000	4	7
95572865	4	5	8	2007	2007	1	7
95572872	1	2	8	1997	2005	104	7
95572872	1	1	1	1998	9917	116	7
95572872	2	2	8	2005	2006	5	7
95572872	3	2	8	2006	9917	25	7
95572876	1	2	8	1997	2007	124	7
95572876	1	1	1	1999	2007	98	1
95572903	1	2	8	2003	2004	10	7
95572903	2	5	8	2007	2007	3	7
95572917	1	2	8	1998	1999	96	7
95572917	1	1	1	2000	9917	90	7
95572917	2	4	8	2007	9917	8	7
95572918	1	4	8	2007	9917	18	7
95572921	1	2	8	2001	2005	60	7
95572921	2	5	8	2008	2008	1	7
95572925	1	1	1	1995	1997	28	1
95572925	2	2	8	2000	9917	92	7
95572925	2	1	1	2006	9917	18	7
95572967	1	2	8	2003	9917	53	7
95572967	1	1	1	2004	9917	49	7
95572984	1	1	1	2000	9917	94	7
95572985	1	2	8	2001	2004	72	7
95572985	1	1	1	2006	9917	23	7
95572985	2	3	8	2004	2005	6	7
95573031	1	2	8	2006	2007	13	7
95573193	1	1	1	1997	9917	128	7
95573219	1	5	8	2005	2006	14	7
95573230	1	3	8	2002	2004	14	7
95573230	2	3	8	2000	2001	12	7
95573230	3	4	8	2005	9917	38	7
95573233	1	2	8	2003	9917	53	7
95573233	1	1	1	2005	9917	32	7
95573293	1	2	8	1998	2002	56	7
95573293	2	2	8	2002	2008	64	7
95573333	1	2	8	2007	9917	10	7
95573412	1	2	8	2000	9917	91	7
95573412	1	1	1	2002	9917	68	7
95573412	2	2	8	1997	1999	26	7
95573415	1	2	8	2003	9917	56	7
95573516	1	2	8	2001	2003	25	7
95573516	2	2	8	2005	2008	35	7
95573516	3	4	8	2008	9917	2	7
95573618	1	2	8	2006	2006	6	7
95573618	2	3	8	2008	2008	0	7
95573917	1	2	8	2003	9917	67	7
95573917	1	1	1	2005	9917	46	7
95573917	2	2	8	1995	1999	48	7
95573917	3	2	8	2001	2002	6	7
95573917	4	2	8	2000	2001	9	7
95573945	1	2	8	1997	2001	45	7
95573945	2	2	8	2002	9917	75	7
95573949	1	2	8	1995	9917	157	7
95573950	1	2	8	2004	2004	3	7
95573950	2	5	8	2007	2008	6	7
95573951	1	1	1	2001	9917	79	7
95573954	1	1	1	1999	9917	106	7
95573956	1	1	1	1998	9917	120	7
95573957	1	1	1	2001	9917	80	7
95573958	1	1	1	2001	9917	82	7
95573991	1	2	8	2002	9917	72	7
95573991	1	1	1	2003	9917	61	7
95573994	1	2	8	1998	2000	20	7
95573994	2	2	8	2000	2001	16	7
95573994	3	2	8	2003	2004	21	7
95573994	4	2	8	2004	9917	41	7
95574031	1	2	8	1995	1997	28	7
95574031	2	2	8	2005	9917	34	7
95574234	1	2	8	2004	2007	33	7
95574234	1	1	1	2004	2007	33	1
95574295	1	2	8	2001	2005	46	7
95574295	1	1	1	2002	2005	30	1
95574295	2	2	8	2007	2007	3	7
95574295	3	3	8	1997	1997	3	7
95574333	1	2	8	1997	9917	133	7
95574333	1	1	1	2005	9917	34	7
95574408	1	4	8	2007	9917	13	7
95574408	2	4	8	2004	9917	42	7
95574408	3	4	8	2007	9917	6	7
95574415	1	2	8	1997	2002	57	7
95574415	1	1	1	2001	2002	12	1
95574415	2	5	8	2006	2007	4	7
95574502	1	5	8	2006	2006	3	7
95574503	1	4	8	2007	9917	15	7
95574529	1	2	8	1998	1999	14	7
95574529	2	4	8	2007	9917	10	7
95574591	1	1	1	2003	9917	53	7
95574604	1	5	8	2006	2007	7	7
95574608	1	2	8	2003	9917	54	7
95574614	1	2	8	9998	9998	998	7
95574615	1	2	8	1997	1998	3	7
95574615	2	2	8	1998	2001	39	7
95574615	3	2	8	2002	9917	66	7
95574615	4	5	8	2002	9917	66	7
95574617	1	2	8	2003	2007	54	7
95574617	2	2	8	9998	9998	998	7
95574617	3	2	8	9998	9998	998	7
95574617	4	2	8	9998	9998	998	7
95574617	5	2	8	9998	9998	998	7
95574617	6	2	8	9998	9998	998	7
95574617	7	2	8	9998	9998	998	7
95574617	8	2	8	9998	9998	998	7
95574617	9	2	8	9998	9998	998	7
95574617	10	2	8	9998	9998	998	7
95574617	11	3	8	9998	9998	998	7
95574733	1	2	8	1998	9917	118	7
95574733	2	4	8	2007	9917	14	7
95574745	1	1	1	1997	9917	131	7
95574790	1	2	8	2005	9917	36	7
95574790	2	2	8	1995	9998	120	7
95574790	3	2	8	9998	9998	998	7
95574804	1	2	8	2007	9917	15	7
95574804	1	1	1	2008	9917	3	7
95574804	2	3	8	1993	1998	63	7
95574839	1	2	8	1996	9917	138	7
95574839	1	1	1	2000	9917	94	7
95574839	2	3	8	1994	1995	12	7
95574936	1	2	8	1999	2000	5	7
95574936	1	1	1	2000	2006	72	1
95574936	2	2	8	2000	9917	96	7
95574936	3	2	8	1996	1998	24	7
95574936	4	2	8	1992	1995	36	7
95574937	1	2	8	1999	9917	114	7
95574937	2	3	8	1997	2000	42	7
95574944	1	2	8	1999	9917	106	7
95574944	1	1	1	2000	9917	97	7
95574944	2	2	8	1995	1995	2	7
95574944	3	3	8	1996	1996	0	7
95574998	1	2	8	1993	9917	156	7
95574998	2	2	8	2004	2005	8	7
95574998	3	2	8	1998	1998	4	7
95574998	4	3	8	1995	1999	46	7
95574998	5	3	8	2000	2000	2	7
95575014	1	2	8	2005	9917	32	7
95575014	1	1	1	2006	9917	18	7
95575014	2	2	8	1999	2003	43	7
95575014	3	3	8	2004	2004	7	7
95575014	4	3	8	1995	1995	5	7
95575014	5	3	8	1995	1998	29	7
95575026	1	2	8	2002	9917	72	7
95575026	1	1	1	2003	9917	60	7
95575026	2	1	1	2000	2000	2	1
95575026	3	3	8	1997	1998	12	7
95575029	1	1	1	2002	9917	73	7
95575031	1	2	8	2001	2005	43	7
95575031	2	4	8	2006	9917	22	7
95575062	1	2	8	2001	2004	39	7
95575062	2	5	8	2006	2007	11	7
95575073	1	2	8	2005	9917	31	7
95575081	1	1	1	1998	2003	54	1
95575081	2	1	1	2004	2006	22	1
95575081	3	2	8	2006	9917	20	7
95575087	1	2	8	2000	9917	100	7
95575087	1	1	1	2002	9917	72	7
95575087	2	2	8	1994	1998	46	7
95575100	1	2	8	2005	9917	38	7
95575100	1	1	1	2008	9917	2	7
95575100	2	2	8	2000	2003	33	7
95575100	3	2	8	1998	2000	21	7
95575134	1	1	1	2002	9917	71	7
95575134	2	3	8	1995	1997	24	7
95575153	1	2	8	2001	9917	84	7
95575164	1	1	1	1995	9917	158	7
95575166	1	4	8	2000	9917	95	7
95575181	1	2	8	2000	9917	94	7
95575181	1	1	1	2001	9917	83	7
95575203	1	2	8	2006	9917	21	7
95575203	1	1	1	2007	9917	16	7
95575203	2	2	8	2004	2006	29	7
95575203	3	2	8	1998	2004	60	7
95575206	1	5	8	2007	2008	2	7
95575211	1	4	8	9998	9917	96	7
95575222	1	3	8	2004	2007	41	7
95575241	1	1	1	2007	9917	14	7
95575243	1	1	1	2002	9917	69	7
95575244	1	5	8	2001	2002	13	7
95575255	1	1	1	2001	9917	78	7
95575259	1	2	8	1999	9917	103	7
95575259	1	1	1	2002	9917	71	7
95575294	1	3	8	1997	1998	15	7
95575294	2	4	8	2000	9917	89	7
95575309	1	2	8	2001	2004	44	7
95575309	2	4	8	2008	9917	1	7
95575319	1	2	8	2002	2005	35	7
95575319	2	4	8	2008	9917	1	7
95575322	1	1	1	2006	9917	20	7
95575331	1	5	8	2008	2008	2	7
95575337	1	2	8	2002	9917	77	7
95575337	1	1	1	2003	9917	64	7
95575337	2	2	8	1998	1999	16	7
95575351	1	2	8	2006	2008	18	7
95575351	2	2	8	2005	2005	3	7
95575351	3	2	8	2001	2002	6	7
95575351	4	2	8	1998	2006	60	7
95575357	1	2	8	2005	2007	30	7
95575357	2	2	8	2008	9917	5	7
95575357	3	3	8	2000	2001	17	7
95575357	4	4	8	2007	9917	16	7
95575377	1	2	8	2003	9917	67	7
95575377	1	1	1	2004	9917	48	7
95575377	2	2	8	2000	2001	18	7
95575379	1	2	8	2006	2006	6	7
95575379	2	4	8	2008	9917	0	7
95575379	3	4	8	2008	9917	2	7
95575386	1	1	1	2005	9917	30	7
95575386	2	2	8	2000	2002	27	7
95575401	1	2	8	2007	9917	10	7
95575404	1	2	8	2003	2007	48	7
95575404	1	1	1	2007	9917	13	7
95575461	1	5	8	2004	2005	7	7
95575462	1	2	8	2007	9917	18	7
95575621	1	2	8	2003	2004	14	7
95575621	2	3	8	2005	9917	44	7
95575629	1	2	8	2006	9917	21	7
95575678	1	2	8	2004	9917	41	7
95575678	1	1	1	2007	9917	8	7
95575805	1	1	1	2007	9917	9	7
95575825	1	2	8	2006	2007	7	7
95575825	2	3	8	1998	1999	9	7
95575871	1	4	8	2008	9917	1	7
95575871	2	4	8	2003	9917	54	7
95575940	1	5	8	2008	2008	3	7
95575941	1	2	8	2003	9917	56	7
95575941	2	2	8	1997	2001	44	7
95575943	1	1	1	2003	9917	53	7
95575944	1	1	1	2002	9917	70	7
95575945	1	2	8	2005	9917	29	7
95575945	1	1	1	2007	9917	5	7
95575945	2	2	8	2002	2003	12	7
95575945	3	2	8	2004	2005	15	7
95575946	1	2	8	1998	9917	118	7
95575946	1	1	1	2006	9917	25	7
95575946	2	3	8	2003	2007	41	7
95575946	3	3	8	1993	2003	113	7
95575985	1	2	8	2006	9917	24	7
95575985	1	1	1	2007	9917	6	7
95575985	2	2	8	2003	2004	12	7
95575985	3	2	8	2004	2005	12	7
95576034	1	2	8	2000	2006	72	7
95576037	1	2	8	1995	2001	66	7
95576037	1	1	1	2001	9917	90	7
95576039	1	2	8	1997	9917	127	7
95576039	1	1	1	2001	9917	78	7
95576052	1	2	8	2003	2004	12	7
95576052	2	3	8	2007	9917	10	7
95576064	1	2	8	2003	2004	16	7
95576064	2	2	8	2004	9917	41	7
95576091	1	2	8	2006	9917	26	7
95576091	2	2	8	2000	2001	6	7
95576091	4	3	8	2004	2005	21	7
95576114	1	2	8	1998	9917	119	7
95576114	1	1	1	2002	9917	69	7
95576116	1	1	1	2003	9917	59	7
95576158	1	2	8	2000	9917	98	7
95576158	1	1	1	2005	9917	33	7
95576184	1	4	8	2007	9917	18	7
95576262	1	2	8	2002	2003	14	7
95576262	1	1	1	2003	9917	56	7
95576307	1	1	1	2001	9917	80	7
95576323	1	1	1	2004	9917	47	7
95576363	1	2	8	2005	2007	27	7
95576414	1	1	1	2007	9917	14	7
95576435	1	1	1	2000	9917	96	7
95576447	1	2	8	1997	9917	130	7
95576471	1	1	1	2005	2008	27	1
95576471	2	5	8	2007	2007	1	7
95576519	1	2	8	1999	2001	24	7
95576519	2	2	8	2004	2007	42	7
95576586	1	2	8	1994	1997	28	7
95576586	1	1	1	1995	1998	34	1
95576586	2	2	8	1997	1999	27	7
95576586	2	1	1	1998	1999	18	1
95576586	3	1	1	2000	2001	14	1
95576586	4	2	8	2006	2007	13	7
95576586	5	2	8	2008	9917	3	7
95576586	6	3	8	1992	1993	9	7
95576759	1	2	8	2002	2004	29	7
95576763	1	2	8	2003	2004	12	7
95576763	1	1	1	2004	9917	46	7
95576814	1	5	8	2007	2007	3	7
95576815	1	2	8	1995	1997	23	7
95576815	1	1	1	1997	9917	134	7
95576815	2	3	8	2005	2005	6	7
95576817	1	5	8	2008	2008	3	7
95576832	1	1	1	2006	9917	27	7
95576852	1	1	1	2003	9917	60	7
95576898	1	2	8	2005	2007	27	7
95576898	2	4	8	2008	9917	4	7
95576904	1	5	8	9998	9998	2	7
95577061	1	2	8	2007	2008	6	7
95577124	1	2	8	2003	9917	54	7
95577124	1	1	1	2006	9917	23	7
95577129	1	4	8	2006	9917	17	7
95577223	1	1	1	2001	9917	80	7
95577223	2	2	8	1998	1998	4	7
95577224	1	2	8	2005	2006	13	7
95577224	1	1	1	2005	2006	8	2
95577224	2	2	8	2004	2005	9	7
95577224	3	2	8	2002	2004	24	7
95577224	4	4	8	2007	9917	8	7
95577227	1	2	8	2006	2007	4	7
95577228	1	5	8	2007	2007	1	7
95577229	1	2	8	2006	9917	21	7
95577229	1	1	1	2006	9917	17	7
95577267	1	1	1	1994	1997	30	1
95577267	2	2	8	1997	1997	1	7
95577267	2	1	1	2000	9917	89	7
95577267	3	2	8	1998	2000	30	7
95577321	1	4	8	2005	9917	998	7
95577363	1	2	8	1998	1999	12	7
95577363	1	1	1	2000	2002	17	1
95577363	2	2	8	2006	9917	20	7
95577783	1	1	1	2004	9917	52	7
95577862	1	2	8	1998	1998	6	7
95577862	1	1	1	2002	9917	66	7
95577863	1	2	8	2004	9917	46	7
95577863	1	1	1	2005	9917	40	7
95577884	1	2	8	2005	9917	43	7
95577889	1	1	1	2001	9917	79	7
95577923	1	2	8	2004	9917	55	7
95577923	1	1	1	2004	9917	49	7
95577923	2	2	8	2002	2003	6	7
95577923	3	2	8	9998	9998	6	7
95577923	4	3	8	1994	1996	21	7
95577926	1	2	8	2006	9917	24	7
95577926	2	2	8	2003	2003	6	7
95577926	3	2	8	2003	2003	1	7
95577926	4	3	8	1997	1997	1	7
95577928	1	4	8	2004	9917	44	7
95577986	1	2	8	2001	9917	90	7
95577986	1	1	1	2005	9917	38	7
95578006	1	2	8	2006	2007	15	7
95578006	2	2	8	2002	2005	39	7
95578006	3	3	8	1999	9998	12	7
95578006	4	3	8	9998	9998	6	7
95578006	5	3	8	9998	9998	12	7
95578006	6	3	8	9998	9998	8	7
95578006	7	3	8	9998	9998	998	7
95578006	8	5	8	2002	2005	41	7
95578046	1	4	8	2006	9917	9	7
95578083	1	5	8	2006	2006	5	7
95578106	1	2	8	1997	1998	11	7
95578106	1	1	1	2001	2003	24	1
95578106	2	4	8	2006	9917	23	7
95578109	1	2	8	1999	2005	96	7
95578109	1	1	1	2006	9917	26	7
95578109	2	2	8	1996	1999	36	7
95578109	3	3	8	2000	2004	43	7
95578109	4	3	8	2005	2005	4	7
95578113	1	2	8	9998	9998	998	7
95578113	2	2	8	2007	9917	8	7
95578113	3	3	8	9998	9998	998	7
95578126	1	1	1	2005	9917	33	7
95578126	2	2	8	2002	2004	6	7
95578148	1	1	1	1997	9917	125	7
95578195	1	2	8	9998	2007	72	7
95578195	1	1	1	2001	2008	80	1
95578195	2	2	8	2008	9917	7	7
95578196	1	2	8	2007	9917	9	7
95578196	1	1	1	2007	9917	7	7
95578205	1	2	8	1997	1999	13	7
95578205	1	1	1	1998	1999	19	1
95578205	2	2	8	2001	9917	65	7
95578205	2	1	1	2006	9917	26	7
95578206	1	2	8	2002	2007	7	7
95578206	2	3	8	1994	1999	63	7
95578218	1	2	8	9998	2000	24	7
95578218	2	2	8	2001	9917	80	7
95578307	1	2	8	2001	9917	88	7
95578307	1	1	1	2001	9917	85	7
95578380	1	2	8	1995	2008	156	7
95578380	1	1	1	2004	9917	47	7
95578380	2	2	8	1994	1994	1	7
95578380	3	4	8	2008	9917	2	7
95578413	1	1	1	1998	9917	117	7
95578482	1	2	8	2002	2004	18	7
95578482	2	2	8	2004	2005	12	7
95578486	1	4	8	2005	9917	42	7
95578614	1	1	1	2000	2006	75	1
95578614	2	2	8	1998	1999	18	7
95578614	3	2	8	2007	9917	18	7
95578642	1	5	8	2002	2002	6	7
95578685	1	2	8	2006	2007	24	7
95578685	1	1	1	2007	2008	7	1
95578685	2	5	8	2008	9917	2	7
95578741	1	2	8	2003	9917	48	7
95578741	1	1	1	2004	9917	35	7
95578818	1	2	8	1999	9917	132	7
95578818	1	1	1	2000	9917	94	7
95578867	1	2	8	1997	1998	12	7
95578867	2	2	8	2002	9917	71	7
95578886	1	2	8	2000	2005	71	7
95578886	2	2	8	2006	2006	3	7
95578886	3	2	8	1997	1999	33	7
95578886	4	3	8	2007	2007	10	7
95578894	1	2	8	2002	2002	1	7
95578911	1	2	8	1996	9917	142	7
95578911	1	1	1	2007	9917	16	7
95578911	2	2	8	9998	9998	24	7
95578911	3	3	8	1998	9998	998	7
95578911	4	3	8	9998	9998	998	7
95578939	1	2	8	9998	9998	998	7
95578939	2	2	8	2003	2006	36	7
95578939	3	2	8	9998	9998	14	7
95578939	4	3	8	9998	9998	998	7
95578939	5	3	8	9998	9998	998	7
95578939	6	3	8	9998	9998	998	7
95578939	7	4	8	9998	9917	5	7
95578948	1	2	8	1999	9917	114	7
95578948	1	1	1	2007	9917	14	7
95578948	2	3	8	1991	1997	69	7
95578995	1	2	8	2003	2007	48	7
95578995	1	1	1	2004	9917	45	7
95578995	2	2	8	1999	2000	14	7
95578995	3	2	8	2000	2002	16	7
95578995	4	2	8	2007	2008	6	7
95578995	5	5	8	2008	9917	1	7
95579175	1	2	8	2003	2004	6	7
95579175	2	3	8	2006	2006	2	7
95579175	3	4	8	2008	9917	4	7
95579178	1	2	8	2000	2002	24	7
95579178	2	2	8	2002	2003	4	7
95579178	3	2	8	2003	2003	5	7
95579178	4	4	8	2008	9917	1	7
95579232	1	1	1	2005	9917	28	7
95579234	1	3	8	1993	1997	57	7
95579234	2	4	8	2006	9917	15	7
95579234	3	4	8	2005	9917	37	7
95579237	1	3	8	1998	9917	117	7
95579237	2	4	8	2002	9917	69	7
95579237	3	4	8	2004	9917	49	7
95579237	4	4	8	2007	9917	6	7
95579237	5	4	8	2002	9917	69	7
95579237	6	4	8	1999	9917	105	7
95579237	7	4	8	2008	9917	0	7
95579237	8	4	8	2004	9917	45	7
95579246	1	2	8	2001	9917	84	7
95579246	1	1	1	2008	9917	5	7
95579246	2	2	8	1998	1998	3	7
95579266	1	5	8	2001	2003	18	7
95579269	1	2	8	9998	2006	3	7
95579269	1	1	1	2006	9917	20	7
95579271	1	1	1	2002	9917	73	7
95579276	1	2	8	1999	9917	102	7
95579276	1	1	1	2002	9917	69	7
95579290	1	2	8	1998	2005	84	7
95579290	2	2	8	2006	2008	25	7
95579291	1	2	8	2001	2001	6	7
95579291	2	2	8	2002	2003	11	7
95579291	3	2	8	2006	9917	24	7
95579291	4	2	8	2006	2006	2	7
95579292	1	2	8	1997	2003	63	7
95579292	1	1	1	1998	2003	59	1
95579292	2	2	8	2003	9917	52	7
95579292	2	1	1	2004	9917	46	7
95579293	1	4	8	2008	9917	11	7
95579332	1	2	8	2001	2002	18	7
95579332	2	2	8	1998	2000	35	7
95579332	3	4	8	2004	9917	50	7
95579332	4	4	8	2008	9917	2	7
95579374	1	5	8	2007	2007	1	7
95579379	1	2	8	1998	9917	125	7
95579379	1	1	1	2002	9917	72	7
95579936	1	2	8	2002	2004	24	7
95579936	2	3	8	2007	9917	13	7
95579937	1	2	8	2002	9917	69	7
95579941	1	2	8	2005	2008	27	7
95579941	1	1	1	2006	2008	21	1
95579941	2	3	8	2001	2002	6	7
95579943	1	1	1	2005	9917	31	7
95579944	1	2	8	2006	9917	21	7
95579947	1	5	8	2006	2006	0	7
95579960	1	2	8	2001	2008	83	7
95579960	1	1	1	2002	9917	74	7
95579962	1	1	1	2006	9917	21	7
95579963	1	2	8	2000	9917	103	7
95579963	1	1	1	2001	9917	87	7
95579963	2	2	8	1996	1996	1	7
95579963	3	2	8	1999	2000	10	7
95579963	4	2	8	1997	1999	17	7
95579963	5	3	8	1999	2000	12	7
95579966	1	2	8	2002	9917	77	7
95579966	1	1	1	2003	9917	66	7
95579966	2	2	8	2000	2001	12	7
95579978	1	2	8	1998	9917	127	7
95579978	1	1	1	2004	9917	53	7
95579982	1	5	8	2004	2004	6	7
95579986	1	2	8	2006	2006	6	7
95579986	2	2	8	2006	2006	3	7
95579986	3	4	8	2008	9917	1	7
95579986	4	4	8	2008	9917	1	7
95579989	1	1	1	2001	9917	77	7
95579990	1	2	8	1999	9917	96	7
95579990	1	1	1	2001	9917	84	7
95579994	1	2	8	1994	2000	75	7
95579994	1	1	1	1995	2001	69	1
95579994	2	2	8	2000	9917	90	7
95579994	2	1	1	2001	9917	79	7
95579994	3	2	8	2000	2000	1	7
95593009	1	2	8	2003	9917	54	7
95593009	1	1	1	2004	9917	42	7
95593101	1	2	8	9998	9998	12	7
95593101	2	5	8	2001	9917	88	7
95593202	1	1	1	1998	9917	111	7
95593302	1	1	1	1999	9917	104	7
95593907	1	2	8	2001	9917	84	7
95593907	2	2	8	1998	2001	36	7
95614178	1	3	8	1995	2000	54	7
95614178	2	3	8	2004	9917	45	7
95619065	1	4	8	2007	9917	8	7
95619165	1	2	8	2007	9917	14	7
95619167	1	2	8	2006	9917	27	7
95619465	1	2	8	2000	2005	64	7
95619465	1	1	1	2000	2005	56	1
95619465	2	2	8	2008	9917	1	7
95619962	1	2	8	2004	9917	44	7
95619962	2	3	8	2000	2002	26	7
95624976	1	2	8	2002	2004	26	7
95624976	1	1	1	2002	2004	25	1
95624976	2	2	8	2004	9917	36	7
95624976	3	2	8	9998	9998	998	7
95624976	4	4	8	9996	9917	998	7
95678077	1	2	8	2004	9917	47	7
95678077	1	1	1	2007	9917	8	7
95678077	2	2	8	1999	2004	36	7
95678275	1	1	1	1997	2001	49	1
95678275	2	2	8	2002	9917	73	7
95678275	2	1	1	2004	9917	43	7
95678870	1	2	8	1994	9917	168	7
95678870	1	1	1	1997	9917	134	7
95678870	2	2	8	1995	1995	6	7
95710081	1	2	8	2006	9917	16	7
95710117	1	2	8	1999	9917	102	7
95710117	1	1	1	2001	9917	83	7
95710158	1	1	1	2006	9917	26	7
95710236	1	2	8	1999	2004	102	7
95710236	2	4	8	2006	9917	25	7
95710254	1	4	8	2007	9917	4	7
95710285	1	2	8	2000	2006	72	7
95710285	2	2	8	2007	9917	13	7
95710285	3	3	8	1999	1999	3	7
95710489	1	2	8	2002	9917	70	7
95710489	1	1	1	2002	9917	69	7
95710552	1	3	8	2002	2003	13	7
95710552	2	4	8	2004	9917	44	7
95710589	1	2	8	1999	2000	8	7
95710589	1	1	1	1999	9917	92	7
95710589	2	2	8	2001	2002	16	7
95710589	3	2	8	1996	1997	15	7
95710589	4	2	8	2004	9917	33	7
95710589	5	3	8	2004	2004	1	7
95710589	6	4	8	2004	2004	1	7
95710936	1	1	1	2002	2004	25	1
95710936	2	2	8	2006	9917	29	7
95710936	2	1	1	2006	9917	27	7
95710953	1	5	8	2007	2007	998	7
95710977	1	1	1	2001	9917	71	7
95710984	1	2	8	9998	2006	84	7
95710984	1	1	1	2001	2006	50	8
95710984	2	3	8	9998	9998	6	7
95711267	1	2	8	2002	9917	72	7
95711366	1	2	8	2004	9917	47	7
95711366	1	1	1	2004	9917	40	7
95711869	1	2	8	2000	2002	30	7
95711869	1	1	1	2001	2003	24	1
95711869	2	2	8	2004	9917	51	7
95711869	3	2	8	1999	1999	6	7
95711869	4	2	8	2000	2000	3	7
95711964	1	5	8	2002	2003	6	7
95711978	1	1	1	2005	2005	1	2
95711978	2	2	8	2001	2002	8	7
95711978	3	2	8	2003	2004	8	7
95711978	4	2	8	2006	2006	2	7
95711978	5	3	8	2006	2006	2	7
95711978	6	4	8	2007	9917	12	7
95712176	1	2	8	2000	2004	48	7
95712176	2	2	8	2004	2007	37	7
95712176	3	5	8	2008	2008	2	7
95712214	1	5	8	2000	2001	6	7
95712290	1	1	1	2006	9917	19	7
95712297	1	1	1	2007	9917	14	7
95712312	1	2	8	1999	2000	13	7
95712312	2	2	8	2001	2005	48	7
95712312	3	2	8	2007	9917	16	7
95712317	1	2	8	2005	9917	35	7
95712317	1	1	1	2007	9917	10	7
95712317	2	2	8	2000	2004	51	7
95712342	1	2	8	2006	9917	25	7
95712342	1	1	1	2007	9917	10	7
95712342	2	2	8	2000	2003	34	7
95712398	1	1	1	2001	9917	77	7
95712913	1	2	8	2003	9917	61	7
95712917	1	2	8	2007	9917	8	7
95712945	1	2	8	2001	2002	9	7
95712945	1	1	1	2002	2006	53	1
95712945	2	3	8	2007	2008	12	7
95712945	3	4	8	2007	9917	11	7
95712949	1	2	8	2001	2003	23	7
95712949	1	1	1	2003	2007	54	1
95713235	1	2	8	2004	9917	50	7
95713235	1	1	1	2008	9917	1	7
95713308	1	1	1	2001	9917	85	7
95713335	1	2	8	2000	2004	47	7
95713335	2	2	8	2006	2007	10	7
95713806	1	2	8	2004	2005	5	7
95713806	2	3	8	1998	2002	45	7
95713806	3	3	8	2007	9917	2	7
95714020	1	2	8	2008	9917	8	7
95714020	1	1	1	2008	9917	4	7
95714020	2	2	8	2007	2007	4	7
95714020	3	2	8	2005	2007	24	7
95714020	4	3	8	1997	1997	8	7
95714098	1	2	8	2005	2005	5	7
95714098	2	2	8	2004	2004	2	7
95714226	1	2	8	2000	9917	88	7
95714226	1	1	1	2003	9917	57	7
95714226	2	2	8	2000	2000	2	7
95714226	3	3	8	1997	1999	19	7
95714230	1	3	8	1999	2000	4	7
95714230	2	4	8	2005	9917	34	7
95714281	1	2	8	2005	9917	33	7
95714281	1	1	1	2006	9917	19	7
95714316	1	2	8	2004	9917	46	7
95714322	1	4	8	2008	9917	1	7
95714334	1	2	8	9996	9996	998	7
95714334	2	2	8	9996	9996	998	7
95714334	3	2	8	9996	9996	998	7
95714334	4	3	8	9996	9996	998	7
95714334	5	3	8	9996	9996	998	7
95714334	6	3	8	9996	9996	998	7
95714334	7	4	8	9996	9917	998	7
95714334	8	4	8	9996	9917	998	7
95714334	9	4	8	9996	9917	998	7
95714483	1	2	8	2007	9917	21	7
95714483	1	1	1	2008	9917	10	7
95714886	1	2	8	2005	9917	36	7
95714886	2	2	8	1999	2002	48	7
95714890	1	2	8	1999	9917	60	7
95714891	1	2	8	2007	2008	3	7
95714891	2	2	8	1999	2002	30	7
95714924	1	1	1	2005	9917	37	7
95715028	1	3	8	2002	2006	53	7
95715028	2	4	8	9998	9917	24	7
95715028	3	4	8	9998	9917	24	7
95715028	4	4	8	9998	9917	24	7
95715097	1	2	8	2004	2006	17	7
95715097	2	3	8	2007	2007	8	7
95715097	3	3	8	1995	9917	159	7
95715097	4	4	8	2002	9917	69	7
95715097	5	4	8	2003	9917	63	7
95715097	6	4	8	2008	9917	1	7
95715097	7	4	8	2008	9917	2	7
95715097	8	4	8	2007	9917	9	7
95715097	9	4	8	2005	9917	37	7
95715097	10	4	8	2008	9917	2	7
95715097	11	4	8	2006	9917	17	7
